"keyfield","sav_spec","rep","height","pc","surv_meth","pc_meth","crew_grass"
"202505261217-239","Syringodium",2,NA,0,"uw","not bb","RC"
"202505261217-239","Syringodium",3,NA,0,"uw","not bb","RC"
"202505261217-239","Syringodium",4,NA,0,"uw","not bb","RC"
"202505261217-239","Syringodium",5,NA,0,"uw","not bb","RC"
"202505261217-239","Syringodium",6,NA,0,"uw","not bb","RC"
"202505261217-239","Syringodium",7,NA,0,"uw","not bb","RC"
"202505261217-239","Syringodium",8,NA,0,"uw","not bb","RC"
"202505261217-239","Syringodium",9,NA,0,"uw","not bb","RC"
"202505261217-239","Halodule",1,25,40,"uw","not bb","RC"
"202505261217-239","Halodule",2,25,50,"uw","not bb","RC"
"202505261217-239","Halodule",3,20,50,"uw","not bb","RC"
"202505261217-239","Halodule",4,20,50,"uw","not bb","RC"
"202505261217-239","Halodule",5,NA,0,"uw","not bb","RC"
"202505261217-239","Halodule",6,25,25,"uw","not bb","RC"
"202505261217-239","Halodule",7,30,30,"uw","not bb","RC"
"202505261217-239","Halodule",8,30,20,"uw","not bb","RC"
"202505261217-239","Halodule",9,25,25,"uw","not bb","RC"
"202505261217-239","Algae",1,NA,0,"uw","not bb","RC"
"202505261217-239","Algae",2,NA,0,"uw","not bb","RC"
"202505261217-239","Algae",3,NA,0,"uw","not bb","RC"
"202505261217-239","Algae",4,NA,0,"uw","not bb","RC"
"202505261217-239","Algae",5,NA,50,"uw","not bb","RC"
"202505261217-239","Algae",6,NA,50,"uw","not bb","RC"
"202505261217-239","Algae",7,NA,50,"uw","not bb","RC"
"202505261217-239","Algae",8,NA,30,"uw","not bb","RC"
"202505261217-239","Algae",9,NA,50,"uw","not bb","RC"
"202505261232-241","Thalassia",1,30,15,"tube","not bb","RC"
"202505261232-241","Thalassia",2,30,10,"tube","not bb","RC"
"202505261232-241","Thalassia",3,35,25,"tube","not bb","RC"
"202505261232-241","Thalassia",4,35,20,"tube","not bb","RC"
"202505261232-241","Thalassia",5,25,10,"tube","not bb","RC"
"202505261232-241","Thalassia",6,25,10,"tube","not bb","RC"
"202505261232-241","Thalassia",7,30,20,"tube","not bb","RC"
"202505261232-241","Thalassia",8,30,20,"tube","not bb","RC"
"202505261232-241","Thalassia",9,25,25,"tube","not bb","RC"
"202505261232-241","Syringodium",1,NA,0,"tube","not bb","RC"
"202505261232-241","Syringodium",2,NA,0,"tube","not bb","RC"
"202505261232-241","Syringodium",3,NA,0,"tube","not bb","RC"
"202505261232-241","Syringodium",4,NA,0,"tube","not bb","RC"
"202505261232-241","Syringodium",5,NA,0,"tube","not bb","RC"
"202505261232-241","Syringodium",6,NA,0,"tube","not bb","RC"
"202505261232-241","Syringodium",7,NA,0,"tube","not bb","RC"
"202505261232-241","Syringodium",8,NA,0,"tube","not bb","RC"
"202505261232-241","Syringodium",9,NA,0,"tube","not bb","RC"
"202505261232-241","Halodule",1,20,30,"tube","not bb","RC"
"202505261232-241","Halodule",2,25,30,"tube","not bb","RC"
"202505261232-241","Halodule",3,25,25,"tube","not bb","RC"
"202505261232-241","Halodule",4,20,25,"tube","not bb","RC"
"202505261232-241","Halodule",5,20,40,"tube","not bb","RC"
"202505261232-241","Halodule",6,25,30,"tube","not bb","RC"
"202505261232-241","Halodule",7,20,30,"tube","not bb","RC"
"202505261232-241","Halodule",8,20,20,"tube","not bb","RC"
"202505261232-241","Halodule",9,20,20,"tube","not bb","RC"
"202505261232-241","Algae",1,NA,5,"tube","not bb","RC"
"202505261232-241","Algae",2,NA,0,"tube","not bb","RC"
"202505261232-241","Algae",3,NA,0,"tube","not bb","RC"
"202505261232-241","Algae",4,NA,5,"tube","not bb","RC"
"202505261232-241","Algae",5,NA,0,"tube","not bb","RC"
"202505261232-241","Algae",6,NA,0,"tube","not bb","RC"
"202505261232-241","Algae",7,NA,5,"tube","not bb","RC"
"202505261232-241","Algae",8,NA,0,"tube","not bb","RC"
"202505261232-241","Algae",9,NA,5,"tube","not bb","RC"
"202505261244-226","Thalassia",1,25,30,"uw","not bb","RC"
"202505261244-226","Thalassia",2,30,25,"uw","not bb","RC"
"202505261244-226","Thalassia",3,30,25,"uw","not bb","RC"
"202505261244-226","Thalassia",4,25,30,"uw","not bb","RC"
"202505261244-226","Thalassia",5,25,20,"uw","not bb","RC"
"202505261244-226","Thalassia",6,30,25,"uw","not bb","RC"
"202505261244-226","Thalassia",7,30,45,"uw","not bb","RC"
"202505261244-226","Thalassia",8,25,25,"uw","not bb","RC"
"202505261244-226","Thalassia",9,25,20,"uw","not bb","RC"
"202505261244-226","Syringodium",1,NA,0,"uw","not bb","RC"
"202505261244-226","Syringodium",2,NA,0,"uw","not bb","RC"
"202505261244-226","Syringodium",3,NA,0,"uw","not bb","RC"
"202505261244-226","Syringodium",4,NA,0,"uw","not bb","RC"
"202505261244-226","Syringodium",5,NA,0,"uw","not bb","RC"
"202505261244-226","Syringodium",6,NA,0,"uw","not bb","RC"
"202505261244-226","Syringodium",7,NA,0,"uw","not bb","RC"
"202505261244-226","Syringodium",8,NA,0,"uw","not bb","RC"
"202505261244-226","Syringodium",9,NA,0,"uw","not bb","RC"
"202505261244-226","Halodule",1,NA,0,"uw","not bb","RC"
"202505261244-226","Halodule",2,15,5,"uw","not bb","RC"
"202505261244-226","Halodule",3,NA,0,"uw","not bb","RC"
"202505261244-226","Halodule",4,20,10,"uw","not bb","RC"
"202505261244-226","Halodule",5,NA,0,"uw","not bb","RC"
"202505261244-226","Halodule",6,20,5,"uw","not bb","RC"
"202505261244-226","Halodule",7,NA,0,"uw","not bb","RC"
"202505261244-226","Halodule",8,NA,0,"uw","not bb","RC"
"202505261244-226","Halodule",9,NA,0,"uw","not bb","RC"
"202505261244-226","Algae",1,NA,5,"uw","not bb","RC"
"202505261244-226","Algae",2,NA,0,"uw","not bb","RC"
"202505261244-226","Algae",3,NA,5,"uw","not bb","RC"
"202505261244-226","Algae",4,NA,0,"uw","not bb","RC"
"202505261244-226","Algae",5,NA,0,"uw","not bb","RC"
"202505261244-226","Algae",6,NA,5,"uw","not bb","RC"
"202505261244-226","Algae",7,NA,0,"uw","not bb","RC"
"202505261244-226","Algae",8,NA,5,"uw","not bb","RC"
"202505261244-226","Algae",9,NA,5,"uw","not bb","RC"
"202505261254-225","Thalassia",1,30,50,"uw","not bb","RC"
"202505261254-225","Thalassia",2,30,50,"uw","not bb","RC"
"202505261254-225","Thalassia",3,35,60,"uw","not bb","RC"
"202505261254-225","Thalassia",4,30,50,"uw","not bb","RC"
"202505261254-225","Thalassia",5,30,50,"uw","not bb","RC"
"202505261254-225","Thalassia",6,35,45,"uw","not bb","RC"
"202505261254-225","Thalassia",7,30,50,"uw","not bb","RC"
"202505261254-225","Thalassia",8,30,60,"uw","not bb","RC"
"202505261254-225","Thalassia",9,30,60,"uw","not bb","RC"
"202505261254-225","Syringodium",1,NA,0,"uw","not bb","RC"
"202505261254-225","Syringodium",2,NA,0,"uw","not bb","RC"
"202505261254-225","Syringodium",3,NA,0,"uw","not bb","RC"
"202505261254-225","Syringodium",4,NA,0,"uw","not bb","RC"
"202505261254-225","Syringodium",5,NA,0,"uw","not bb","RC"
"202505261254-225","Syringodium",6,NA,0,"uw","not bb","RC"
"202505261254-225","Syringodium",7,NA,0,"uw","not bb","RC"
"202505261254-225","Syringodium",8,NA,0,"uw","not bb","RC"
"202505261254-225","Syringodium",9,NA,0,"uw","not bb","RC"
"202505261254-225","Halodule",1,25,10,"uw","not bb","RC"
"202505261254-225","Halodule",2,25,15,"uw","not bb","RC"
"202505261254-225","Halodule",3,30,15,"uw","not bb","RC"
"202505261254-225","Halodule",4,30,10,"uw","not bb","RC"
"202505261254-225","Halodule",5,30,5,"uw","not bb","RC"
"202505261254-225","Halodule",6,25,5,"uw","not bb","RC"
"202505261254-225","Halodule",7,25,10,"uw","not bb","RC"
"202505261254-225","Halodule",8,25,10,"uw","not bb","RC"
"202505261254-225","Halodule",9,25,10,"uw","not bb","RC"
"202505261254-225","Algae",1,NA,0,"uw","not bb","RC"
"202505261254-225","Algae",2,NA,5,"uw","not bb","RC"
"202505261254-225","Algae",3,NA,0,"uw","not bb","RC"
"202505261254-225","Algae",4,NA,0,"uw","not bb","RC"
"202505261254-225","Algae",5,NA,5,"uw","not bb","RC"
"202505261254-225","Algae",6,NA,0,"uw","not bb","RC"
"202505261254-225","Algae",7,NA,0,"uw","not bb","RC"
"202505261254-225","Algae",8,NA,5,"uw","not bb","RC"
"202505261254-225","Algae",9,NA,0,"uw","not bb","RC"
"202505261301-224","Thalassia",1,30,40,"uw","not bb","RC"
"202505261301-224","Thalassia",2,30,10,"uw","not bb","RC"
"202505261301-224","Thalassia",3,25,30,"uw","not bb","RC"
"202505261301-224","Thalassia",4,25,30,"uw","not bb","RC"
"202505261301-224","Thalassia",5,30,30,"uw","not bb","RC"
"202505261301-224","Thalassia",6,25,50,"uw","not bb","RC"
"202505261301-224","Thalassia",7,25,10,"uw","not bb","RC"
"202505261301-224","Thalassia",8,25,25,"uw","not bb","RC"
"202505261301-224","Thalassia",9,30,10,"uw","not bb","RC"
"202505261301-224","Syringodium",1,NA,0,"uw","not bb","RC"
"202505261301-224","Syringodium",2,NA,0,"uw","not bb","RC"
"202505261301-224","Syringodium",3,NA,0,"uw","not bb","RC"
"202505261301-224","Syringodium",4,NA,0,"uw","not bb","RC"
"202505261301-224","Syringodium",5,NA,0,"uw","not bb","RC"
"202505261301-224","Syringodium",6,NA,0,"uw","not bb","RC"
"202505261301-224","Syringodium",7,NA,0,"uw","not bb","RC"
"202505261301-224","Syringodium",8,NA,0,"uw","not bb","RC"
"202505261301-224","Syringodium",9,NA,0,"uw","not bb","RC"
"202505261301-224","Halodule",1,25,40,"uw","not bb","RC"
"202505261301-224","Halodule",2,25,70,"uw","not bb","RC"
"202505261301-224","Halodule",3,30,30,"uw","not bb","RC"
"202505261301-224","Halodule",4,25,30,"uw","not bb","RC"
"202505261301-224","Halodule",5,25,15,"uw","not bb","RC"
"202505261301-224","Halodule",6,20,10,"uw","not bb","RC"
"202505261301-224","Halodule",7,20,20,"uw","not bb","RC"
"202505261301-224","Halodule",8,20,10,"uw","not bb","RC"
"202505261301-224","Halodule",9,25,20,"uw","not bb","RC"
"202505261301-224","Algae",1,NA,0,"uw","not bb","RC"
"202505261301-224","Algae",2,NA,0,"uw","not bb","RC"
"202505261301-224","Algae",3,NA,0,"uw","not bb","RC"
"202505261301-224","Algae",4,NA,20,"uw","not bb","RC"
"202505261301-224","Algae",5,NA,30,"uw","not bb","RC"
"202505261301-224","Algae",6,NA,20,"uw","not bb","RC"
"202505261301-224","Algae",7,NA,50,"uw","not bb","RC"
"202505261301-224","Algae",8,NA,30,"uw","not bb","RC"
"202505261301-224","Algae",9,NA,30,"uw","not bb","RC"
"202505261543-227","Thalassia",1,25,25,"uw","not bb","RC"
"202505261543-227","Thalassia",2,25,50,"uw","not bb","RC"
"202505261543-227","Thalassia",3,30,50,"uw","not bb","RC"
"202505261543-227","Thalassia",4,25,45,"uw","not bb","RC"
"202505261543-227","Thalassia",5,25,45,"uw","not bb","RC"
"202505261543-227","Thalassia",6,20,20,"uw","not bb","RC"
"202505261543-227","Thalassia",7,20,20,"uw","not bb","RC"
"202505261543-227","Thalassia",8,25,25,"uw","not bb","RC"
"202505261543-227","Thalassia",9,25,20,"uw","not bb","RC"
"202505261543-227","Syringodium",1,NA,0,"uw","not bb","RC"
"202505261543-227","Syringodium",2,NA,0,"uw","not bb","RC"
"202505261543-227","Syringodium",3,NA,0,"uw","not bb","RC"
"202505261543-227","Syringodium",4,NA,0,"uw","not bb","RC"
"202505261543-227","Syringodium",5,NA,0,"uw","not bb","RC"
"202505261543-227","Syringodium",6,NA,0,"uw","not bb","RC"
"202505261543-227","Syringodium",7,NA,0,"uw","not bb","RC"
"202505261543-227","Syringodium",8,NA,0,"uw","not bb","RC"
"202505261543-227","Syringodium",9,NA,0,"uw","not bb","RC"
"202505261543-227","Halodule",1,NA,0,"uw","not bb","RC"
"202505261543-227","Halodule",2,NA,0,"uw","not bb","RC"
"202505261543-227","Halodule",3,NA,0,"uw","not bb","RC"
"202505261543-227","Halodule",4,NA,0,"uw","not bb","RC"
"202505261543-227","Halodule",5,NA,0,"uw","not bb","RC"
"202505261543-227","Halodule",6,NA,0,"uw","not bb","RC"
"202505261543-227","Halodule",7,NA,0,"uw","not bb","RC"
"202505261543-227","Halodule",8,NA,0,"uw","not bb","RC"
"202505261543-227","Halodule",9,NA,0,"uw","not bb","RC"
"202505261543-227","Algae",1,NA,0,"uw","not bb","RC"
"202505261543-227","Algae",2,NA,0,"uw","not bb","RC"
"202505261543-227","Algae",3,NA,0,"uw","not bb","RC"
"202505261543-227","Algae",4,NA,5,"uw","not bb","RC"
"202505261543-227","Algae",5,NA,5,"uw","not bb","RC"
"202505261543-227","Algae",6,NA,5,"uw","not bb","RC"
"202505261543-227","Algae",7,NA,5,"uw","not bb","RC"
"202505261543-227","Algae",8,NA,0,"uw","not bb","RC"
"202505261543-227","Algae",9,NA,0,"uw","not bb","RC"
"202505261552-228","Thalassia",1,25,25,"tube","not bb","RC"
"202505261552-228","Thalassia",2,25,25,"tube","not bb","RC"
"202505261552-228","Thalassia",3,30,30,"tube","not bb","RC"
"202505261552-228","Thalassia",4,30,30,"tube","not bb","RC"
"202505261552-228","Thalassia",5,25,40,"tube","not bb","RC"
"202505261552-228","Thalassia",6,25,40,"tube","not bb","RC"
"202505261552-228","Thalassia",7,30,20,"tube","not bb","RC"
"202505261552-228","Thalassia",8,25,25,"tube","not bb","RC"
"202505261552-228","Thalassia",9,25,20,"tube","not bb","RC"
"202505261552-228","Syringodium",1,NA,0,"tube","not bb","RC"
"202505261552-228","Syringodium",2,NA,0,"tube","not bb","RC"
"202505261552-228","Syringodium",3,NA,0,"tube","not bb","RC"
"202505261552-228","Syringodium",4,NA,0,"tube","not bb","RC"
"202505261552-228","Syringodium",5,NA,0,"tube","not bb","RC"
"202505261552-228","Syringodium",6,NA,0,"tube","not bb","RC"
"202505261552-228","Syringodium",7,NA,0,"tube","not bb","RC"
"202505261552-228","Syringodium",8,NA,0,"tube","not bb","RC"
"202505261552-228","Syringodium",9,NA,0,"tube","not bb","RC"
"202505261552-228","Halodule",1,NA,0,"tube","not bb","RC"
"202505261552-228","Halodule",2,NA,0,"tube","not bb","RC"
"202505261552-228","Halodule",3,NA,0,"tube","not bb","RC"
"202505261552-228","Halodule",4,NA,0,"tube","not bb","RC"
"202505261552-228","Halodule",5,NA,0,"tube","not bb","RC"
"202505261552-228","Halodule",6,NA,0,"tube","not bb","RC"
"202505261552-228","Halodule",7,20,10,"tube","not bb","RC"
"202505261552-228","Halodule",8,NA,0,"tube","not bb","RC"
"202505261552-228","Halodule",9,15,10,"tube","not bb","RC"
"202505261552-228","Algae",1,NA,25,"tube","not bb","RC"
"202505261552-228","Algae",2,NA,50,"tube","not bb","RC"
"202505261552-228","Algae",3,NA,20,"tube","not bb","RC"
"202505261552-228","Algae",4,NA,0,"tube","not bb","RC"
"202505261552-228","Algae",5,NA,40,"tube","not bb","RC"
"202505261552-228","Algae",6,NA,40,"tube","not bb","RC"
"202505261552-228","Algae",7,NA,0,"tube","not bb","RC"
"202505261552-228","Algae",8,NA,10,"tube","not bb","RC"
"202505261552-228","Algae",9,NA,0,"tube","not bb","RC"
"202505261603-229","Thalassia",1,25,25,"uw","not bb","RC"
"202505261603-229","Thalassia",2,20,20,"uw","not bb","RC"
"202505261603-229","Thalassia",3,25,25,"uw","not bb","RC"
"202505261603-229","Thalassia",4,NA,0,"uw","not bb","RC"
"202505261603-229","Thalassia",5,NA,0,"uw","not bb","RC"
"202505261603-229","Thalassia",6,30,20,"uw","not bb","RC"
"202505261603-229","Thalassia",7,25,15,"uw","not bb","RC"
"202505261603-229","Thalassia",8,NA,0,"uw","not bb","RC"
"202505261603-229","Thalassia",9,NA,0,"uw","not bb","RC"
"202505261603-229","Syringodium",1,NA,0,"uw","not bb","RC"
"202505261603-229","Syringodium",2,NA,0,"uw","not bb","RC"
"202505261603-229","Syringodium",3,NA,0,"uw","not bb","RC"
"202505261603-229","Syringodium",4,NA,0,"uw","not bb","RC"
"202505261603-229","Syringodium",5,NA,0,"uw","not bb","RC"
"202505261603-229","Syringodium",6,NA,0,"uw","not bb","RC"
"202505261603-229","Syringodium",7,NA,0,"uw","not bb","RC"
"202505261603-229","Syringodium",8,NA,0,"uw","not bb","RC"
"202505261603-229","Syringodium",9,NA,0,"uw","not bb","RC"
"202505261603-229","Halodule",1,NA,0,"uw","not bb","RC"
"202505261603-229","Halodule",2,NA,0,"uw","not bb","RC"
"202505261603-229","Halodule",3,NA,0,"uw","not bb","RC"
"202505261603-229","Halodule",4,NA,0,"uw","not bb","RC"
"202505261603-229","Halodule",5,NA,0,"uw","not bb","RC"
"202505261603-229","Halodule",6,NA,0,"uw","not bb","RC"
"202505261603-229","Halodule",7,NA,0,"uw","not bb","RC"
"202505261603-229","Halodule",8,NA,0,"uw","not bb","RC"
"202505261603-229","Halodule",9,NA,0,"uw","not bb","RC"
"202505261603-229","Algae",1,NA,30,"uw","not bb","RC"
"202505261603-229","Algae",2,NA,20,"uw","not bb","RC"
"202505261603-229","Algae",3,NA,30,"uw","not bb","RC"
"202505261603-229","Algae",4,NA,60,"uw","not bb","RC"
"202505261603-229","Algae",5,NA,60,"uw","not bb","RC"
"202505261603-229","Algae",6,NA,0,"uw","not bb","RC"
"202505261603-229","Algae",7,NA,75,"uw","not bb","RC"
"202505261603-229","Algae",8,NA,75,"uw","not bb","RC"
"202505261603-229","Algae",9,NA,80,"uw","not bb","RC"
"202505261614-244","Thalassia",1,25,25,"tube","not bb","RC"
"202505261614-244","Thalassia",2,30,25,"tube","not bb","RC"
"202505261614-244","Thalassia",3,25,20,"tube","not bb","RC"
"202505261614-244","Thalassia",4,20,20,"tube","not bb","RC"
"202505261614-244","Thalassia",5,20,15,"tube","not bb","RC"
"202505261614-244","Thalassia",6,25,15,"tube","not bb","RC"
"202505261614-244","Thalassia",7,25,25,"tube","not bb","RC"
"202505261614-244","Thalassia",8,20,15,"tube","not bb","RC"
"202505261614-244","Thalassia",9,25,20,"tube","not bb","RC"
"202505261614-244","Syringodium",1,NA,0,"tube","not bb","RC"
"202505261614-244","Syringodium",2,NA,0,"tube","not bb","RC"
"202505261614-244","Syringodium",3,NA,0,"tube","not bb","RC"
"202505261614-244","Syringodium",4,NA,0,"tube","not bb","RC"
"202505261614-244","Syringodium",5,NA,0,"tube","not bb","RC"
"202505261614-244","Syringodium",6,NA,0,"tube","not bb","RC"
"202505261614-244","Syringodium",7,NA,0,"tube","not bb","RC"
"202505261614-244","Syringodium",8,NA,0,"tube","not bb","RC"
"202505261614-244","Syringodium",9,NA,0,"tube","not bb","RC"
"202505261614-244","Halodule",1,NA,0,"tube","not bb","RC"
"202505261614-244","Halodule",2,NA,0,"tube","not bb","RC"
"202505261614-244","Halodule",3,NA,0,"tube","not bb","RC"
"202505261614-244","Halodule",4,NA,0,"tube","not bb","RC"
"202505261614-244","Halodule",5,NA,0,"tube","not bb","RC"
"202505261614-244","Halodule",6,NA,0,"tube","not bb","RC"
"202505261614-244","Halodule",7,NA,0,"tube","not bb","RC"
"202505261614-244","Halodule",8,NA,0,"tube","not bb","RC"
"202505261614-244","Halodule",9,NA,0,"tube","not bb","RC"
"202505261614-244","Algae",1,NA,0,"tube","not bb","RC"
"202505261614-244","Algae",2,NA,0,"tube","not bb","RC"
"202505261614-244","Algae",3,NA,5,"tube","not bb","RC"
"202505261614-244","Algae",4,NA,0,"tube","not bb","RC"
"202505261614-244","Algae",5,NA,0,"tube","not bb","RC"
"202505261614-244","Algae",6,NA,0,"tube","not bb","RC"
"202505261614-244","Algae",7,NA,0,"tube","not bb","RC"
"202505261614-244","Algae",8,NA,5,"tube","not bb","RC"
"202505261614-244","Algae",9,NA,0,"tube","not bb","RC"
"202505261622-243","Thalassia",1,25,65,"uw","not bb","RC"
"202505261622-243","Thalassia",2,25,50,"uw","not bb","RC"
"202505261622-243","Thalassia",3,30,50,"uw","not bb","RC"
"202505261622-243","Thalassia",4,30,75,"uw","not bb","RC"
"202505261622-243","Thalassia",5,25,50,"uw","not bb","RC"
"202505261622-243","Thalassia",6,25,40,"uw","not bb","RC"
"202505261622-243","Thalassia",7,30,50,"uw","not bb","RC"
"202505261622-243","Thalassia",8,25,50,"uw","not bb","RC"
"202505261622-243","Thalassia",9,25,50,"uw","not bb","RC"
"202505261622-243","Syringodium",1,NA,0,"uw","not bb","RC"
"202505261622-243","Syringodium",2,NA,0,"uw","not bb","RC"
"202505261622-243","Syringodium",3,NA,0,"uw","not bb","RC"
"202505261622-243","Syringodium",4,NA,0,"uw","not bb","RC"
"202505261622-243","Syringodium",5,NA,0,"uw","not bb","RC"
"202505261622-243","Syringodium",6,NA,0,"uw","not bb","RC"
"202505261622-243","Syringodium",7,NA,0,"uw","not bb","RC"
"202505261622-243","Syringodium",8,NA,0,"uw","not bb","RC"
"202505261622-243","Syringodium",9,NA,0,"uw","not bb","RC"
"202505261622-243","Halodule",1,NA,0,"uw","not bb","RC"
"202505261622-243","Halodule",2,NA,0,"uw","not bb","RC"
"202505261622-243","Halodule",3,NA,0,"uw","not bb","RC"
"202505261622-243","Halodule",4,NA,0,"uw","not bb","RC"
"202505261622-243","Halodule",5,NA,0,"uw","not bb","RC"
"202505261622-243","Halodule",6,NA,0,"uw","not bb","RC"
"202505261622-243","Halodule",7,NA,0,"uw","not bb","RC"
"202505261622-243","Halodule",8,NA,0,"uw","not bb","RC"
"202505261622-243","Halodule",9,NA,0,"uw","not bb","RC"
"202505261622-243","Algae",1,NA,0,"uw","not bb","RC"
"202505261622-243","Algae",2,NA,10,"uw","not bb","RC"
"202505261622-243","Algae",3,NA,0,"uw","not bb","RC"
"202505261622-243","Algae",4,NA,10,"uw","not bb","RC"
"202505261622-243","Algae",5,NA,0,"uw","not bb","RC"
"202505261622-243","Algae",6,NA,20,"uw","not bb","RC"
"202505261622-243","Algae",7,NA,10,"uw","not bb","RC"
"202505261622-243","Algae",8,NA,0,"uw","not bb","RC"
"202505261622-243","Algae",9,NA,0,"uw","not bb","RC"
"202505261632-242","Thalassia",1,25,50,"uw","not bb","RC"
"202505261632-242","Thalassia",2,20,75,"uw","not bb","RC"
"202505261632-242","Thalassia",3,20,50,"uw","not bb","RC"
"202505261632-242","Thalassia",4,25,80,"uw","not bb","RC"
"202505261632-242","Thalassia",5,25,80,"uw","not bb","RC"
"202505261632-242","Thalassia",6,20,80,"uw","not bb","RC"
"202505261632-242","Thalassia",7,25,80,"uw","not bb","RC"
"202505261632-242","Thalassia",8,25,75,"uw","not bb","RC"
"202505261632-242","Thalassia",9,20,75,"uw","not bb","RC"
"202505261632-242","Syringodium",1,NA,0,"uw","not bb","RC"
"202505261632-242","Syringodium",2,NA,0,"uw","not bb","RC"
"202505261632-242","Syringodium",3,NA,0,"uw","not bb","RC"
"202505261632-242","Syringodium",4,NA,0,"uw","not bb","RC"
"202505261632-242","Syringodium",5,NA,0,"uw","not bb","RC"
"202505261632-242","Syringodium",6,NA,0,"uw","not bb","RC"
"202505261632-242","Syringodium",7,NA,0,"uw","not bb","RC"
"202505261632-242","Syringodium",8,NA,0,"uw","not bb","RC"
"202505261632-242","Syringodium",9,NA,0,"uw","not bb","RC"
"202505261632-242","Halodule",1,NA,0,"uw","not bb","RC"
"202505261632-242","Halodule",2,NA,0,"uw","not bb","RC"
"202505261632-242","Halodule",3,NA,0,"uw","not bb","RC"
"202505261632-242","Halodule",4,NA,0,"uw","not bb","RC"
"202505261632-242","Halodule",5,NA,0,"uw","not bb","RC"
"202505261632-242","Halodule",6,NA,0,"uw","not bb","RC"
"202505261632-242","Halodule",7,NA,0,"uw","not bb","RC"
"202505261632-242","Halodule",8,NA,0,"uw","not bb","RC"
"202505261632-242","Halodule",9,NA,0,"uw","not bb","RC"
"202505261632-242","Algae",1,NA,0,"uw","not bb","RC"
"202505261632-242","Algae",2,NA,0,"uw","not bb","RC"
"202505261632-242","Algae",3,NA,30,"uw","not bb","RC"
"202505261632-242","Algae",4,NA,0,"uw","not bb","RC"
"202505261632-242","Algae",5,NA,0,"uw","not bb","RC"
"202505261632-242","Algae",6,NA,0,"uw","not bb","RC"
"202505261632-242","Algae",7,NA,0,"uw","not bb","RC"
"202505261632-242","Algae",8,NA,0,"uw","not bb","RC"
"202505261632-242","Algae",9,NA,0,"uw","not bb","RC"
"202506161341-292","Thalassia",1,20,15,"tube","not bb","RC"
"202506161341-292","Thalassia",2,20,15,"tube","not bb","RC"
"202506161341-292","Thalassia",3,15,20,"tube","not bb","RC"
"202506161341-292","Thalassia",4,15,20,"tube","not bb","RC"
"202506161341-292","Thalassia",5,20,15,"tube","not bb","RC"
"202506161341-292","Thalassia",6,20,15,"tube","not bb","RC"
"202506161341-292","Thalassia",7,15,20,"tube","not bb","RC"
"202506161341-292","Thalassia",8,15,20,"tube","not bb","RC"
"202506161341-292","Thalassia",9,15,15,"tube","not bb","RC"
"202506161341-292","Syringodium",1,NA,0,"tube","not bb","RC"
"202506161341-292","Syringodium",2,NA,0,"tube","not bb","RC"
"202506161341-292","Syringodium",3,NA,0,"tube","not bb","RC"
"202506161341-292","Syringodium",4,NA,0,"tube","not bb","RC"
"202506161341-292","Syringodium",5,NA,0,"tube","not bb","RC"
"202506161341-292","Syringodium",6,NA,0,"tube","not bb","RC"
"202506161341-292","Syringodium",7,NA,0,"tube","not bb","RC"
"202506161341-292","Syringodium",8,NA,0,"tube","not bb","RC"
"202506161341-292","Syringodium",9,NA,0,"tube","not bb","RC"
"202506161341-292","Halodule",1,NA,0,"tube","not bb","RC"
"202506161341-292","Halodule",2,NA,0,"tube","not bb","RC"
"202506161341-292","Halodule",3,NA,0,"tube","not bb","RC"
"202506161341-292","Halodule",4,NA,0,"tube","not bb","RC"
"202506161341-292","Halodule",5,NA,0,"tube","not bb","RC"
"202506161341-292","Halodule",6,NA,0,"tube","not bb","RC"
"202506161341-292","Halodule",7,NA,0,"tube","not bb","RC"
"202506161341-292","Halodule",8,NA,0,"tube","not bb","RC"
"202506161341-292","Halodule",9,NA,0,"tube","not bb","RC"
"202506161341-292","Algae",1,NA,0,"tube","not bb","RC"
"202506161341-292","Algae",2,NA,0,"tube","not bb","RC"
"202506161341-292","Algae",3,NA,0,"tube","not bb","RC"
"202506161341-292","Algae",4,NA,0,"tube","not bb","RC"
"202506161341-292","Algae",5,NA,0,"tube","not bb","RC"
"202506161341-292","Algae",6,NA,0,"tube","not bb","RC"
"202506161341-292","Algae",7,NA,0,"tube","not bb","RC"
"202506161341-292","Algae",8,NA,0,"tube","not bb","RC"
"202506161341-292","Algae",9,NA,0,"tube","not bb","RC"
"202506161349-291","Thalassia",1,20,50,"uw","not bb","RC"
"202506161349-291","Thalassia",2,20,50,"uw","not bb","RC"
"202506161349-291","Thalassia",3,15,60,"uw","not bb","RC"
"202506161349-291","Thalassia",4,15,50,"uw","not bb","RC"
"202506161349-291","Thalassia",5,20,70,"uw","not bb","RC"
"202506161349-291","Thalassia",6,20,70,"uw","not bb","RC"
"202506161349-291","Thalassia",7,20,50,"uw","not bb","RC"
"202506161349-291","Thalassia",8,25,10,"uw","not bb","RC"
"202506161349-291","Thalassia",9,20,10,"uw","not bb","RC"
"202506161349-291","Syringodium",1,NA,0,"uw","not bb","RC"
"202506161349-291","Syringodium",2,NA,0,"uw","not bb","RC"
"202506161349-291","Syringodium",3,NA,0,"uw","not bb","RC"
"202506161349-291","Syringodium",4,NA,0,"uw","not bb","RC"
"202506161349-291","Syringodium",5,NA,0,"uw","not bb","RC"
"202506161349-291","Syringodium",6,NA,0,"uw","not bb","RC"
