"keyfield","com_nm","sci_nm","length","tot_count"
"202407131123-255","Gray Snapper","Lutjanus griseus",175,4
"202407131147-240","Great Barracuda","Sphyraena barracuda",72,1
"202407131155-225","Gray Snapper","Lutjanus griseus",155,1
"202407131204-226","Spotted Seatrout","Cynoscion nebulosus",31,1
"202407131204-226","Bluestriped Grunt","Haemulon sciurus",81,2
"202407131204-226","Bluestriped Grunt","Haemulon sciurus",83,2
"202407131204-226","Great Barracuda","Sphyraena barracuda",69,1
"202407131215-242","Gray Snapper","Lutjanus griseus",192,1
"202407131215-242","Great Barracuda","Sphyraena barracuda",146,1
"202407131215-242","Caribbean Spiny Lobster","Panulirus argus",100,1
"202407131407-268","Atlantic Bay Scallop","Argopecten irradians",21,1
"202407131417-269","Spotted Seatrout","Cynoscion nebulosus",72,1
"202407131447-284","Gray Snapper","Lutjanus griseus",171,3
"202407131447-284","Gray Snapper","Lutjanus griseus",170,3
"202407131447-284","Gray Snapper","Lutjanus griseus",148,3
"202407131447-284","Bluestriped Grunt","Haemulon sciurus",118,2
"202407131447-284","Bluestriped Grunt","Haemulon sciurus",100,2
"202407131447-284","Atlantic Spadefish","Chaetodipterus faber",131,1
"202407131456-283","Gray Snapper","Lutjanus griseus",179,1
"202407131456-283","Atlantic Bay Scallop","Argopecten irradians",24,1
"202407131523-257","Gray Snapper","Lutjanus griseus",158,1
"202407131532-258","Gray Snapper","Lutjanus griseus",185,1
"202407131605-229","Great Barracuda","Sphyraena barracuda",70,1
"202407131614-228","Gray Snapper","Lutjanus griseus",184,1
"202407131614-228","Atlantic Bay Scallop","Argopecten irradians",12,1
"202408100817-281","Gray Snapper","Lutjanus griseus",138,2
"202408100817-281","Gray Snapper","Lutjanus griseus",150,2
"202408100817-281","Great Barracuda","Sphyraena barracuda",64,1
"202408100838-290","Gray Snapper","Lutjanus griseus",162,2
"202408100838-290","Gray Snapper","Lutjanus griseus",175,2
"202408100848-609","Spotted Seatrout","Cynoscion nebulosus",111,1
"202408100848-609","Gray Snapper","Lutjanus griseus",204,1
"202408100858-312","Gray Snapper","Lutjanus griseus",254,1
"202408100858-312","Spotted Seatrout","Cynoscion nebulosus",42,1
"202408100907-301","Gray Snapper","Lutjanus griseus",204,1
"202408100929-302","Gray Snapper","Lutjanus griseus",186,2
"202408100929-302","Gray Snapper","Lutjanus griseus",174,2
"202408100929-302","Great Barracuda","Sphyraena barracuda",134,2
"202408100929-302","Great Barracuda","Sphyraena barracuda",156,2
"202408100929-302","Atlantic Spadefish","Chaetodipterus faber",86,1
"202408100929-302","Spotted Seatrout","Cynoscion nebulosus",136,1
"202408101035-304","Gray Snapper","Lutjanus griseus",158,1
"202408101035-304","Great Barracuda","Sphyraena barracuda",134,1
"202408101056-314","Gray Snapper","Lutjanus griseus",198,3
"202408101056-314","Gray Snapper","Lutjanus griseus",141,3
"202408101056-314","Gray Snapper","Lutjanus griseus",161,3
"202408101116-313","Gray Snapper","Lutjanus griseus",208,1
"202408101151-618","Atlantic Bay Scallop","Argopecten irradians",18,1
"202408101151-618","Lined Sole","Achirus lineatus",104,1
"202408101446-325","Lined Seahorse","Hippocampus erectus",95,1
"202408101521-404","Gray Snapper","Lutjanus griseus",176,3
"202408101521-404","Gray Snapper","Lutjanus griseus",147,3
"202408101521-404","Gray Snapper","Lutjanus griseus",172,3
"202408110818-265","Atlantic Spadefish","Chaetodipterus faber",97,1
"202408110818-265","Gray Snapper","Lutjanus griseus",200,2
"202408110818-265","Gray Snapper","Lutjanus griseus",184,2
"202408110828-278","Bluestriped Grunt","Haemulon sciurus",87,1
"202408110828-278","Gray Snapper","Lutjanus griseus",186,2
"202408110828-278","Gray Snapper","Lutjanus griseus",244,2
"202408110842-279","Gray Snapper","Lutjanus griseus",212,2
"202408110842-279","Gray Snapper","Lutjanus griseus",216,2
"202408110850-266","Gray Snapper","Lutjanus griseus",201,1
"202408110912-280","Gray Snapper","Lutjanus griseus",171,2
"202408110912-280","Gray Snapper","Lutjanus griseus",193,2
"202408110922-267","Gray Snapper","Lutjanus griseus",202,1
"202408110934-254","Gray Snapper","Lutjanus griseus",159,1
"202408110943-255","Bluestriped Grunt","Haemulon sciurus",123,1
"202408110943-255","Gray Snapper","Lutjanus griseus",153,3
"202408110943-255","Gray Snapper","Lutjanus griseus",153,3
"202408110943-255","Gray Snapper","Lutjanus griseus",168,3
"202408111011-239","Sheepshead","Archosargus probatocephalus",78,1
"202408111011-239","Gray Snapper","Lutjanus griseus",162,1
"202408111022-240","Gray Snapper","Lutjanus griseus",148,1
"202408111032-225","Spotted Seatrout","Cynoscion nebulosus",29,1
"202408111045-224","Great Barracuda","Sphyraena barracuda",106,1
"202408111057-226","Bluestriped Grunt","Haemulon sciurus",78,1
"202408111114-243","Great Barracuda","Sphyraena barracuda",112,5
"202408111114-243","Great Barracuda","Sphyraena barracuda",109,5
"202408111114-243","Great Barracuda","Sphyraena barracuda",48,5
"202408111114-243","Great Barracuda","Sphyraena barracuda",72,5
"202408111114-243","Great Barracuda","Sphyraena barracuda",58,5
"202408111122-242","Great Barracuda","Sphyraena barracuda",102,1
"202408111122-242","Atlantic Bay Scallop","Argopecten irradians",34,1
"202408111129-227","Gray Snapper","Lutjanus griseus",178,1
"202408111129-227","Sailor's Grunt","Haemulon parra",70,1
"202408111129-227","Bluestriped Grunt","Haemulon sciurus",112,2
"202408111129-227","Bluestriped Grunt","Haemulon sciurus",60,2
"202408111153-229","Caribbean Spiny Lobster","Panulirus argus",150,1
"202408111153-229","Great Barracuda","Sphyraena barracuda",68,2
"202408111153-229","Great Barracuda","Sphyraena barracuda",60,2
"202408111153-229","Sailor's Grunt","Haemulon parra",48,1
"202408111233-257","Great Barracuda","Sphyraena barracuda",68,1
"202408111349-284","Great Barracuda","Sphyraena barracuda",192,1
"202408111349-284","Gray Snapper","Lutjanus griseus",158,1
"202408111359-294","Spotted Seatrout","Cynoscion nebulosus",111,1
"202408111408-283","Sailor's Grunt","Haemulon parra",113,1
"202408111408-283","Great Barracuda","Sphyraena barracuda",139,1
"202408111417-282","Gray Snapper","Lutjanus griseus",138,2
"202408111417-282","Gray Snapper","Lutjanus griseus",194,2
"202408111427-268","Caribbean Spiny Lobster","Panulirus argus",90,1
"202408111427-268","Gray Snapper","Lutjanus griseus",158,2
"202408111427-268","Gray Snapper","Lutjanus griseus",154,2
"202408111427-268","Bluestriped Grunt","Haemulon sciurus",128,1
"202408111427-268","Great Barracuda","Sphyraena barracuda",121,2
"202408111427-268","Great Barracuda","Sphyraena barracuda",126,2
"202408111437-269","Great Barracuda","Sphyraena barracuda",112,3
"202408111437-269","Great Barracuda","Sphyraena barracuda",98,3
"202408111437-269","Great Barracuda","Sphyraena barracuda",52,3
"202408111446-256","Gray Snapper","Lutjanus griseus",126,1
"202408120810-070","Lane Snapper","Lutjanus synagris",70,1
"202408120844-143","Lane Snapper","Lutjanus synagris",92,1
"202408120844-143","Barred Hamlet","Hypoplectrus puella",54,1
"202408120907-117","Hogfish","Lachnolaimus maximus",135,1
"202408120907-117","Gray Snapper","Lutjanus griseus",150,1
"202408120907-117","Bluestriped Grunt","Haemulon sciurus",87,2
"202408120907-117","Bluestriped Grunt","Haemulon sciurus",81,2
"202408120907-117","Lane Snapper","Lutjanus synagris",94,2
"202408120907-117","Lane Snapper","Lutjanus synagris",68,2
"202408120923-119","Bluestriped Grunt","Haemulon sciurus",201,1
"202408120923-119","Gray Snapper","Lutjanus griseus",195,2
"202408120923-119","Gray Snapper","Lutjanus griseus",154,2
"202408120923-119","Sheepshead","Archosargus probatocephalus",63,1
"202408120923-119","Spotted Seatrout","Cynoscion nebulosus",67,2
"202408120923-119","Spotted Seatrout","Cynoscion nebulosus",37,2
"202408120923-119","Lane Snapper","Lutjanus synagris",45,1
"202408120938-107","Gray Snapper","Lutjanus griseus",182,2
"202408120938-107","Gray Snapper","Lutjanus griseus",171,2
"202408120938-107","Lane Snapper","Lutjanus synagris",54,1
"202408120938-107","Bluestriped Grunt","Haemulon sciurus",75,4
"202408120938-107","Bluestriped Grunt","Haemulon sciurus",78,4
"202408120938-107","Bluestriped Grunt","Haemulon sciurus",96,4
"202408120938-107","Bluestriped Grunt","Haemulon sciurus",89,4
"202408121001-022","Grass Porgy","Calamus arctifrons",68,1
"202408121001-022","Lane Snapper","Lutjanus synagris",100,4
"202408121001-022","Lane Snapper","Lutjanus synagris",68,4
"202408121001-022","Lane Snapper","Lutjanus synagris",99,4
"202408121001-022","Lane Snapper","Lutjanus synagris",57,4
"202408121024-021","Hogfish","Lachnolaimus maximus",146,2
"202408121024-021","Hogfish","Lachnolaimus maximus",116,2
"202408121024-021","Mutton Snapper","Lutjanus analis",242,1
"202408121024-021","Lane Snapper","Lutjanus synagris",92,1
"202408121024-021","Barred Hamlet","Hypoplectrus puella",115,1
"202408121024-021","Gray Snapper","Lutjanus griseus",246,1
"202408121024-021","Atlantic Spadefish","Chaetodipterus faber",84,1
"202408121024-021","Grass Porgy","Calamus arctifrons",91,1
"202408121024-021","Yellowtail Snapper","Ocyurus chrysurus",58,1
"202408121037-020","Lane Snapper","Lutjanus synagris",128,4
"202408121037-020","Lane Snapper","Lutjanus synagris",78,4
"202408121037-020","Lane Snapper","Lutjanus synagris",74,4
"202408121037-020","Lane Snapper","Lutjanus synagris",57,4
"202408121102-024","Sailor's Grunt","Haemulon parra",54,2
"202408121102-024","Sailor's Grunt","Haemulon parra",56,2
"202408121127-123","Great Barracuda","Sphyraena barracuda",38,1
"202408121127-123","Spotted Seatrout","Cynoscion nebulosus",53,1
"202408121147-112","Atlantic Bay Scallop","Argopecten irradians",43,1
"202408121203-135","Gray Snapper","Lutjanus griseus",144,2
"202408121203-135","Gray Snapper","Lutjanus griseus",146,2
"202408121215-147","Gray Snapper","Lutjanus griseus",140,1
"202408121215-147","Bluestriped Grunt","Haemulon sciurus",61,1
"202408121245-158","Lane Snapper","Lutjanus synagris",108,1
"202408121252-168","Gray Snapper","Lutjanus griseus",202,4
"202408121252-168","Gray Snapper","Lutjanus griseus",173,4
"202408121252-168","Gray Snapper","Lutjanus griseus",193,4
"202408121252-168","Gray Snapper","Lutjanus griseus",186,4
"202408121252-168","Lane Snapper","Lutjanus synagris",57,1
"202408121312-175","Lane Snapper","Lutjanus synagris",33,1
"202408121356-171","Gray Snapper","Lutjanus griseus",170,37
"202408121356-171","Gray Snapper","Lutjanus griseus",200,37
"202408121356-171","Gray Snapper","Lutjanus griseus",156,37
"202408121356-171","Gray Snapper","Lutjanus griseus",170,37
"202408121356-171","Gray Snapper","Lutjanus griseus",204,37
"202408121356-171","Gray Snapper","Lutjanus griseus",150,37
"202408121356-171","Gray Snapper","Lutjanus griseus",200,37
"202408121356-171","Gray Snapper","Lutjanus griseus",158,37
"202408121356-171","Gray Snapper","Lutjanus griseus",162,37
"202408121356-171","Gray Snapper","Lutjanus griseus",195,37
"202408121356-171","Gray Snapper","Lutjanus griseus",198,37
"202408121356-171","Gray Snapper","Lutjanus griseus",181,37
"202408121356-171","Gray Snapper","Lutjanus griseus",162,37
"202408121356-171","Gray Snapper","Lutjanus griseus",175,37
"202408121356-171","Gray Snapper","Lutjanus griseus",186,37
"202408121356-171","Gray Snapper","Lutjanus griseus",142,37
"202408121356-171","Gray Snapper","Lutjanus griseus",168,37
"202408121356-171","Gray Snapper","Lutjanus griseus",178,37
"202408121356-171","Gray Snapper","Lutjanus griseus",201,37
"202408121356-171","Gray Snapper","Lutjanus griseus",179,37
"202408121356-171","Gray Snapper","Lutjanus griseus",175,37
"202408121356-171","Gray Snapper","Lutjanus griseus",190,37
"202408121356-171","Gray Snapper","Lutjanus griseus",182,37
"202408121356-171","Gray Snapper","Lutjanus griseus",143,37
"202408121356-171","Gray Snapper","Lutjanus griseus",177,37
"202408121356-171","Gray Snapper","Lutjanus griseus",168,37
"202408121356-171","Gray Snapper","Lutjanus griseus",154,37
"202408121356-171","Gray Snapper","Lutjanus griseus",184,37
"202408121356-171","Gray Snapper","Lutjanus griseus",143,37
"202408121356-171","Gray Snapper","Lutjanus griseus",194,37
"202408121356-171","Gray Snapper","Lutjanus griseus",175,37
"202408121356-171","Gray Snapper","Lutjanus griseus",187,37
"202408121356-171","Gray Snapper","Lutjanus griseus",173,37
"202408121356-171","Gray Snapper","Lutjanus griseus",181,37
"202408121356-171","Gray Snapper","Lutjanus griseus",185,37
"202408121356-171","Gray Snapper","Lutjanus griseus",164,37
"202408121356-171","Gray Snapper","Lutjanus griseus",163,37
"202408121356-171","Bluestriped Grunt","Haemulon sciurus",81,8
"202408121356-171","Bluestriped Grunt","Haemulon sciurus",81,8
"202408121356-171","Bluestriped Grunt","Haemulon sciurus",126,8
"202408121356-171","Bluestriped Grunt","Haemulon sciurus",74,8
"202408121356-171","Bluestriped Grunt","Haemulon sciurus",118,8
"202408121356-171","Bluestriped Grunt","Haemulon sciurus",78,8
"202408121356-171","Bluestriped Grunt","Haemulon sciurus",96,8
"202408121356-171","Bluestriped Grunt","Haemulon sciurus",72,8
"202408121356-171","Lane Snapper","Lutjanus synagris",64,7
"202408121356-171","Lane Snapper","Lutjanus synagris",65,7
"202408121356-171","Lane Snapper","Lutjanus synagris",56,7
"202408121356-171","Lane Snapper","Lutjanus synagris",65,7
"202408121356-171","Lane Snapper","Lutjanus synagris",62,7
"202408121356-171","Lane Snapper","Lutjanus synagris",68,7
"202408121356-171","Lane Snapper","Lutjanus synagris",65,7
"202408121356-171","Sheepshead","Archosargus probatocephalus",124,1
"202408121356-171","Sailor's Grunt","Haemulon parra",82,8
"202408121356-171","Sailor's Grunt","Haemulon parra",120,8
"202408121356-171","Sailor's Grunt","Haemulon parra",52,8
"202408121356-171","Sailor's Grunt","Haemulon parra",48,8
"202408121356-171","Sailor's Grunt","Haemulon parra",49,8
"202408121356-171","Sailor's Grunt","Haemulon parra",108,8
"202408121356-171","Sailor's Grunt","Haemulon parra",73,8
"202408121356-171","Sailor's Grunt","Haemulon parra",58,8
"202408121419-174","Gray Snapper","Lutjanus griseus",196,6
"202408121419-174","Gray Snapper","Lutjanus griseus",215,6
"202408121419-174","Gray Snapper","Lutjanus griseus",173,6
"202408121419-174","Gray Snapper","Lutjanus griseus",155,6
"202408121419-174","Gray Snapper","Lutjanus griseus",179,6
"202408121419-174","Gray Snapper","Lutjanus griseus",196,6
"202408121419-174","Lane Snapper","Lutjanus synagris",48,2
"202408121419-174","Lane Snapper","Lutjanus synagris",56,2
"202409070923-303","Gray Snapper","Lutjanus griseus",179,1
"202409070951-315","Great Barracuda","Sphyraena barracuda",140,1
"202409071207-325","Great Barracuda","Sphyraena barracuda",91,1
"202409071232-401","Great Barracuda","Sphyraena barracuda",154,1
"202409071437-403","Lined Seahorse","Hippocampus erectus",112,1
"202409071447-404","Great Barracuda","Sphyraena barracuda",141,1
"202409080754-267","Great Barracuda","Sphyraena barracuda",68,2
"202409080754-267","Great Barracuda","Sphyraena barracuda",147,2
"202409080754-267","Gray Snapper","Lutjanus griseus",168,1
"202409080813-280","Gray Snapper","Lutjanus griseus",228,6
"202409080813-280","Gray Snapper","Lutjanus griseus",148,6
"202409080813-280","Gray Snapper","Lutjanus griseus",147,6
"202409080813-280","Gray Snapper","Lutjanus griseus",166,6
"202409080813-280","Gray Snapper","Lutjanus griseus",186,6
"202409080813-280","Gray Snapper","Lutjanus griseus",164,6
"202409080831-266","Gray Snapper","Lutjanus griseus",222,1
"202409080843-253","Gray Snapper","Lutjanus griseus",204,2
"202409080843-253","Gray Snapper","Lutjanus griseus",143,2
"202409080916-255","Gray Snapper","Lutjanus griseus",193,1
"202409080928-254","Great Barracuda","Sphyraena barracuda",151,1
"202409080928-254","Gray Snapper","Lutjanus griseus",190,1
"202409080936-240","Great Barracuda","Sphyraena barracuda",99,1
"202409080956-226","Gray Snapper","Lutjanus griseus",164,1
"202409080956-226","Great Barracuda","Sphyraena barracuda",169,1
"202409081021-270","Spotted Seatrout","Cynoscion nebulosus",94,1
"202409081042-268","Spotted Seatrout","Cynoscion nebulosus",90,1
"202409081052-282","Gray Snapper","Lutjanus griseus",208,3
"202409081052-282","Gray Snapper","Lutjanus griseus",195,3
"202409081052-282","Gray Snapper","Lutjanus griseus",155,3
"202409081052-282","Great Barracuda","Sphyraena barracuda",96,2
"202409081052-282","Great Barracuda","Sphyraena barracuda",72,2
"202409081114-291","Gray Snapper","Lutjanus griseus",169,2
"202409081114-291","Gray Snapper","Lutjanus griseus",164,2
"202409081133-609","Gray Snapper","Lutjanus griseus",145,3
"202409081133-609","Gray Snapper","Lutjanus griseus",198,3
"202409081133-609","Gray Snapper","Lutjanus griseus",221,3
"202409081133-609","Spotted Seatrout","Cynoscion nebulosus",74,1
"202409081145-312","Great Barracuda","Sphyraena barracuda",142,2
"202409081145-312","Great Barracuda","Sphyraena barracuda",136,2
"202409081205-302","Atlantic Spadefish","Chaetodipterus faber",143,2
"202409081205-302","Atlantic Spadefish","Chaetodipterus faber",165,2
"202409081205-302","Great Barracuda","Sphyraena barracuda",288,2
"202409081205-302","Great Barracuda","Sphyraena barracuda",116,2
"202409081214-292","Gray Snapper","Lutjanus griseus",152,3
"202409081214-292","Gray Snapper","Lutjanus griseus",163,3
"202409081214-292","Gray Snapper","Lutjanus griseus",179,3
"202409081214-292","Great Barracuda","Sphyraena barracuda",121,1
"202409081214-292","Lined Seahorse","Hippocampus erectus",110,1
"202409081224-283","Atlantic Bay Scallop","Argopecten irradians",40,1
"202409081224-283","Great Barracuda","Sphyraena barracuda",137,2
"202409081224-283","Great Barracuda","Sphyraena barracuda",134,2
"202409081243-294","Caribbean Spiny Lobster","Panulirus argus",125,1
"202409081243-294","Great Barracuda","Sphyraena barracuda",121,1
"202409081243-294","Lined Seahorse","Hippocampus erectus",100,1
"202409081430-257","Spotted Seatrout","Cynoscion nebulosus",60,2
"202409081430-257","Spotted Seatrout","Cynoscion nebulosus",88,2
"202409081430-257","Great Barracuda","Sphyraena barracuda",125,5
"202409081430-257","Great Barracuda","Sphyraena barracuda",157,5
"202409081430-257","Great Barracuda","Sphyraena barracuda",115,5
"202409081430-257","Great Barracuda","Sphyraena barracuda",178,5
"202409081430-257","Great Barracuda","Sphyraena barracuda",121,5
"202409081430-257","Atlantic Bay Scallop","Argopecten irradians",35,1
"202409081430-257","Gray Snapper","Lutjanus griseus",178,2
"202409081430-257","Gray Snapper","Lutjanus griseus",157,2
"202409081505-242","Gray Snapper","Lutjanus griseus",173,1
"202409081505-242","Great Barracuda","Sphyraena barracuda",91,1
"202409081525-229","Bluestriped Grunt","Haemulon sciurus",106,1
"202409081539-228","Great Barracuda","Sphyraena barracuda",66,1
"202409081548-227","Great Barracuda","Sphyraena barracuda",119,1
"202409081558-225","Bluestriped Grunt","Haemulon sciurus",98,1
"202409081558-225","Gray Snapper","Lutjanus griseus",202,2
"202409081558-225","Gray Snapper","Lutjanus griseus",117,2
"202409081558-225","Great Barracuda","Sphyraena barracuda",256,1
"202409081634-173","Gray Snapper","Lutjanus griseus",140,1
"202409081634-173","Sheepshead","Archosargus probatocephalus",84,1
"202409081646-168","Lane Snapper","Lutjanus synagris",83,9
"202409081646-168","Lane Snapper","Lutjanus synagris",58,9
"202409081646-168","Lane Snapper","Lutjanus synagris",91,9
"202409081646-168","Lane Snapper","Lutjanus synagris",89,9
"202409081646-168","Lane Snapper","Lutjanus synagris",52,9
"202409081646-168","Lane Snapper","Lutjanus synagris",61,9
"202409081646-168","Lane Snapper","Lutjanus synagris",60,9
"202409081646-168","Lane Snapper","Lutjanus synagris",61,9
"202409081646-168","Lane Snapper","Lutjanus synagris",24,9
"202409081646-168","Spotted Seatrout","Cynoscion nebulosus",39,1
"202409081703-158","Lane Snapper","Lutjanus synagris",90,7
"202409081703-158","Lane Snapper","Lutjanus synagris",61,7
"202409081703-158","Lane Snapper","Lutjanus synagris",94,7
"202409081703-158","Lane Snapper","Lutjanus synagris",66,7
"202409081703-158","Lane Snapper","Lutjanus synagris",78,7
"202409081703-158","Lane Snapper","Lutjanus synagris",55,7
"202409081703-158","Lane Snapper","Lutjanus synagris",58,7
"202409081703-158","Hogfish","Lachnolaimus maximus",110,1
"202409081703-158","Spotted Seatrout","Cynoscion nebulosus",123,1
"202409081703-158","Gray Snapper","Lutjanus griseus",197,1
"202409081801-070","Spotted Seatrout","Cynoscion nebulosus",17,8
"202409081801-070","Spotted Seatrout","Cynoscion nebulosus",75,8
"202409081801-070","Spotted Seatrout","Cynoscion nebulosus",48,8
"202409081801-070","Spotted Seatrout","Cynoscion nebulosus",42,8
"202409081801-070","Spotted Seatrout","Cynoscion nebulosus",78,8
"202409081801-070","Spotted Seatrout","Cynoscion nebulosus",44,8
"202409081801-070","Spotted Seatrout","Cynoscion nebulosus",38,8
"202409081801-070","Spotted Seatrout","Cynoscion nebulosus",36,8
"202409081801-070","Lane Snapper","Lutjanus synagris",90,13
"202409081801-070","Lane Snapper","Lutjanus synagris",98,13
"202409081801-070","Lane Snapper","Lutjanus synagris",92,13
"202409081801-070","Lane Snapper","Lutjanus synagris",100,13
"202409081801-070","Lane Snapper","Lutjanus synagris",79,13
"202409081801-070","Lane Snapper","Lutjanus synagris",54,13
"202409081801-070","Lane Snapper","Lutjanus synagris",137,13
"202409081801-070","Lane Snapper","Lutjanus synagris",92,13
"202409081801-070","Lane Snapper","Lutjanus synagris",76,13
"202409081801-070","Lane Snapper","Lutjanus synagris",136,13
"202409081801-070","Lane Snapper","Lutjanus synagris",80,13
"202409081801-070","Lane Snapper","Lutjanus synagris",45,13
"202409081801-070","Lane Snapper","Lutjanus synagris",95,13
"202409081801-070","Gray Snapper","Lutjanus griseus",68,4
"202409081801-070","Gray Snapper","Lutjanus griseus",168,4
"202409081801-070","Gray Snapper","Lutjanus griseus",165,4
"202409081801-070","Gray Snapper","Lutjanus griseus",156,4
"202409081801-070","Gulf Flounder","Paralichthys albigutta",182,1
"202409090729-143","Gray Snapper","Lutjanus griseus",178,1
"202409090729-143","Lane Snapper","Lutjanus synagris",84,3
"202409090729-143","Lane Snapper","Lutjanus synagris",63,3
"202409090729-143","Lane Snapper","Lutjanus synagris",70,3
"202409090729-143","Yellowtail Snapper","Ocyurus chrysurus",89,1
"202409090729-143","Spotted Seatrout","Cynoscion nebulosus",67,1
"202409090743-065","Lane Snapper","Lutjanus synagris",87,1
"202409090938-117","Lane Snapper","Lutjanus synagris",94,8
"202409090938-117","Lane Snapper","Lutjanus synagris",128,8
"202409090938-117","Lane Snapper","Lutjanus synagris",132,8
"202409090938-117","Lane Snapper","Lutjanus synagris",84,8
"202409090938-117","Lane Snapper","Lutjanus synagris",90,8
"202409090938-117","Lane Snapper","Lutjanus synagris",77,8
"202409090938-117","Lane Snapper","Lutjanus synagris",103,8
"202409090938-117","Lane Snapper","Lutjanus synagris",84,8
"202409090938-117","Grass Porgy","Calamus arctifrons",108,1
"202409090951-107","Bluestriped Grunt","Haemulon sciurus",87,1
"202409090951-107","Lane Snapper","Lutjanus synagris",93,4
"202409090951-107","Lane Snapper","Lutjanus synagris",93,4
"202409090951-107","Lane Snapper","Lutjanus synagris",102,4
"202409090951-107","Lane Snapper","Lutjanus synagris",58,4
"202409091015-022","Yellowtail Snapper","Ocyurus chrysurus",95,2
"202409091015-022","Yellowtail Snapper","Ocyurus chrysurus",52,2
"202409091015-022","Lane Snapper","Lutjanus synagris",60,4
"202409091015-022","Lane Snapper","Lutjanus synagris",24,4
"202409091015-022","Lane Snapper","Lutjanus synagris",55,4
"202409091015-022","Lane Snapper","Lutjanus synagris",80,4
"202409091015-022","Barred Hamlet","Hypoplectrus puella",70,2
"202409091015-022","Barred Hamlet","Hypoplectrus puella",52,2
"202409091015-022","Gray Snapper","Lutjanus griseus",152,2
"202409091015-022","Gray Snapper","Lutjanus griseus",192,2
"202409091043-024","Gray Snapper","Lutjanus griseus",157,5
"202409091043-024","Gray Snapper","Lutjanus griseus",165,5
"202409091043-024","Gray Snapper","Lutjanus griseus",210,5
"202409091043-024","Gray Snapper","Lutjanus griseus",146,5
"202409091043-024","Gray Snapper","Lutjanus griseus",140,5
"202409091043-024","Barred Hamlet","Hypoplectrus puella",120,3
"202409091043-024","Barred Hamlet","Hypoplectrus puella",124,3
"202409091043-024","Barred Hamlet","Hypoplectrus puella",68,3
"202409091043-024","Yellowtail Snapper","Ocyurus chrysurus",80,1
"202409091043-024","Lane Snapper","Lutjanus synagris",51,2
"202409091043-024","Lane Snapper","Lutjanus synagris",52,2
"202409091043-024","Bluestriped Grunt","Haemulon sciurus",81,1
"202409091043-024","Spotted Seatrout","Cynoscion nebulosus",44,1
"202409091108-105","Gray Snapper","Lutjanus griseus",188,4
"202409091108-105","Gray Snapper","Lutjanus griseus",158,4
"202409091108-105","Gray Snapper","Lutjanus griseus",168,4
"202409091108-105","Gray Snapper","Lutjanus griseus",154,4
"202409091108-105","Bluestriped Grunt","Haemulon sciurus",169,12
"202409091108-105","Bluestriped Grunt","Haemulon sciurus",164,12
"202409091108-105","Bluestriped Grunt","Haemulon sciurus",72,12
"202409091108-105","Bluestriped Grunt","Haemulon sciurus",116,12
"202409091108-105","Bluestriped Grunt","Haemulon sciurus",130,12
"202409091108-105","Bluestriped Grunt","Haemulon sciurus",112,12
"202409091108-105","Bluestriped Grunt","Haemulon sciurus",112,12
"202409091108-105","Bluestriped Grunt","Haemulon sciurus",124,12
"202409091108-105","Bluestriped Grunt","Haemulon sciurus",91,12
"202409091108-105","Bluestriped Grunt","Haemulon sciurus",112,12
"202409091108-105","Bluestriped Grunt","Haemulon sciurus",97,12
"202409091108-105","Bluestriped Grunt","Haemulon sciurus",79,12
"202409091108-105","Yellowtail Snapper","Ocyurus chrysurus",92,1
"202409091108-105","Lane Snapper","Lutjanus synagris",87,8
"202409091108-105","Lane Snapper","Lutjanus synagris",109,8
"202409091108-105","Lane Snapper","Lutjanus synagris",68,8
"202409091108-105","Lane Snapper","Lutjanus synagris",91,8
"202409091108-105","Lane Snapper","Lutjanus synagris",86,8
"202409091108-105","Lane Snapper","Lutjanus synagris",86,8
"202409091108-105","Lane Snapper","Lutjanus synagris",54,8
"202409091108-105","Lane Snapper","Lutjanus synagris",49,8
"202409091150-124","Atlantic Bay Scallop","Argopecten irradians",52,1
"202409091150-124","Spotted Seatrout","Cynoscion nebulosus",69,2
"202409091150-124","Spotted Seatrout","Cynoscion nebulosus",64,2
"202409091205-123","Atlantic Bay Scallop","Argopecten irradians",45,1
"202409091205-123","Great Barracuda","Sphyraena barracuda",72,2
"202409091205-123","Great Barracuda","Sphyraena barracuda",68,2
"202409091205-123","Lane Snapper","Lutjanus synagris",26,1
"202409091257-159","Bluestriped Grunt","Haemulon sciurus",69,1
"202409091257-159","Spotted Seatrout","Cynoscion nebulosus",48,1
"202410050909-303","Caribbean Spiny Lobster","Panulirus argus",280,1
"202410050909-303","Gray Snapper","Lutjanus griseus",204,1
"202410050924-304","Great Barracuda","Sphyraena barracuda",235,1
"202410050924-304","Bluestriped Grunt","Haemulon sciurus",108,3
"202410050924-304","Bluestriped Grunt","Haemulon sciurus",200,3
"202410050924-304","Bluestriped Grunt","Haemulon sciurus",121,3
"202410050935-315","Great Barracuda","Sphyraena barracuda",120,1
"202410051001-313","Gray Snapper","Lutjanus griseus",178,1
"202410051011-323","Great Barracuda","Sphyraena barracuda",157,2
"202410051011-323","Great Barracuda","Sphyraena barracuda",160,2
"202410051258-302","Great Barracuda","Sphyraena barracuda",57,1
"202410051421-294","Great Barracuda","Sphyraena barracuda",163,1
"202410051433-283","Gray Snapper","Lutjanus griseus",185,4
"202410051433-283","Gray Snapper","Lutjanus griseus",197,4
"202410051433-283","Gray Snapper","Lutjanus griseus",175,4
"202410051433-283","Gray Snapper","Lutjanus griseus",187,4
