"keyfield","com_nm","sci_nm","occurrence","abundance","density","year","month","day","time","station","quadrant","lat","long","date","zone","waypoint_start","waypoint_end","tow_time","tow_area","tow_dist_rec","tow_dist_calc","sea_state","atmo","secchi","crew","depth_ft","depth_in","depth_cm","sal","temp","do_sat","do_mgl","chla","cass_spp","cteno_spp","notes","mean_height_Halodule","mean_height_Macroalgae","mean_height_Syringodium","mean_height_Thalassia","mean_height_Algae","mean_pc_Halodule","mean_pc_Macroalgae","mean_pc_Syringodium","mean_pc_Thalassia","mean_pc_Algae"
"202310081636-225","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,8,"16:36",225,"S",25.07084546,-80.83877991,"10/8/2023","Rankin",NA,NA,NA,385.670498,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.07,32.166,NA,NA,NA,NA,NA,NA,13.8888888888889,NA,35,30,NA,17.2222222222222,5,0.555555555555556,0.555555555555556,NA
"202310081732-224","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,8,"17:32",224,"S",25.08277148,-80.85461047,"10/8/2023","Rankin",NA,NA,NA,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.37,33.265,NA,NA,NA,NA,NA,NA,18.3333333333333,NA,45.625,41.25,NA,13.3333333333333,NA,51.6666666666667,10,NA
"202310090729-070","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"7:29",70,"S",25.12752481,-80.94083184,"10/9/2023","West",NA,NA,NA,387.5865584,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.33,30.282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.25,0,0,NA
"202310090745-065","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"7:45",65,"N",25.12777509,-80.97829451,"10/9/2023","West",NA,NA,NA,382.425548,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.98,30.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,NA
"202310090803-073","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"8:03",73,"E",25.13175013,-80.90833428,"10/9/2023","West",NA,NA,NA,385.0508212,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.65,30.425,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,0,5,38.8888888888889,0,NA
"202310090816-174","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"8:16",174,"W",25.12490052,-80.89483699,"10/9/2023","West",NA,NA,NA,394.244862,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.52,29.818,NA,NA,NA,NA,NA,NA,21.875,NA,NA,NA,NA,6.66666666666667,16.6666666666667,0,0,NA
"202310090828-172","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"8:28",172,"S",25.09713211,-80.89097947,"10/9/2023","West",NA,NA,NA,384.9185992,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.99,29.95,NA,NA,NA,NA,NA,NA,31.6666666666667,NA,41,43.3333333333333,NA,52.7777777777778,NA,35,2.77777777777778,NA
"202310090840-168","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"8:40",168,"N",25.09625897,-80.90450585,"10/9/2023","West",NA,NA,NA,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.99,30.114,NA,NA,NA,NA,NA,NA,25,NA,41,NA,NA,41.1111111111111,NA,32.2222222222222,0,NA
"202310090849-158","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"8:49",158,"N",25.08918514,-80.91616315,"10/9/2023","West",NA,NA,NA,455.5846869,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.11,30.22,NA,NA,NA,NA,NA,NA,27.7777777777778,NA,40,NA,NA,52.7777777777778,NA,3.33333333333333,0,NA
"202310090904-156","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"9:04",156,"S",25.10298293,-80.94238836,"10/9/2023","West",NA,NA,NA,384.0108333,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.25,29.244,NA,NA,NA,NA,NA,NA,31.1111111111111,NA,NA,40,NA,71.1111111111111,NA,0,1.11111111111111,NA
"202310090925-134","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"9:25",134,"N",25.05472974,-80.93248271,"10/9/2023","West",NA,NA,NA,389.0163795,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.15,30.285,NA,NA,NA,NA,NA,NA,27.2222222222222,NA,37.5,NA,NA,58.3333333333333,NA,8.33333333333333,0,NA
"202310090935-133","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"9:35",133,"N",25.06326159,-80.94524257,"10/9/2023","West",NA,NA,NA,388.3969521,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.38,29.863,NA,NA,NA,NA,NA,NA,25,NA,42.1428571428571,47.5,NA,28.3333333333333,NA,56.6666666666667,1.11111111111111,NA
"202310090950-146","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"9:50",146,"E",25.0580084,-80.91269338,"10/9/2023","West",NA,NA,NA,385.9754433,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.02,30.362,NA,NA,NA,NA,NA,NA,27.8571428571429,NA,35.8333333333333,NA,NA,32.7777777777778,NA,37.2222222222222,0,NA
"202310091011-119","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"10:11",119,"W",25.06315473,-80.98007508,"10/9/2023","West",NA,NA,NA,384.0320072,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.88,29.973,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,68.3333333333333,NA,0,0,NA
"202310091028-108","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"10:28",108,"E",25.05295496,-80.9836886,"10/9/2023","West",NA,NA,NA,385.3312306,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.77,29.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.25,NA,0,16.6666666666667,0,2.77777777777778,NA
"202310091040-106","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"10:40",106,"E",25.07622035,-81.00595093,"10/9/2023","West",NA,NA,NA,386.2070898,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8,30.212,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,0.555555555555556,87.2222222222222,0,0,NA
"202310091052-054","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"10:52",54,"S",25.08353909,-81.0217939,"10/9/2023","West",NA,NA,NA,393.8751069,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.91,30.04,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,7.22222222222222,38.8888888888889,0,0,NA
"202310091102-101","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"11:02",101,"E",25.08085948,-81.03072407,"10/9/2023","West",NA,NA,NA,389.5123056,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,29.313,NA,NA,NA,NA,NA,NA,31.1111111111111,NA,NA,40,NA,70.5555555555556,NA,0,2.77777777777778,NA
"202310091321-022","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"13:21",22,"W",25.0583104,-81.04237525,"10/9/2023","West",NA,NA,NA,382.178842,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.69,29.955,NA,NA,NA,NA,NA,NA,21.25,NA,NA,NA,NA,2.77777777777778,17.7777777777778,0,0,NA
"202310091358-122","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"13:58",122,"S",25.02029554,-80.93881348,"10/9/2023","West",NA,NA,NA,381.7970312,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.08,31.232,NA,NA,NA,NA,NA,NA,35.5555555555556,NA,53.3333333333333,52.5,NA,43.3333333333333,NA,51.6666666666667,1.11111111111111,NA
"202310091407-123","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"14:07",123,"E",25.00958749,-80.92036743,"10/9/2023","West",NA,NA,NA,386.3557006,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.23,30.754,NA,NA,NA,NA,NA,NA,NA,NA,55.5555555555556,56.6666666666667,NA,0,NA,92.7777777777778,1.66666666666667,NA
"202310091417-124","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,10,9,"14:17",124,"N",25.00373214,-80.91103175,"10/9/2023","West",NA,NA,NA,385.0170736,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7,30.884,NA,NA,NA,NA,NA,NA,NA,NA,42.7777777777778,43.8888888888889,NA,0,NA,26.1111111111111,66.6666666666667,NA
"202311270704-253","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"7:04",253,"N",25.11660377,-80.82090349,"11/27/2023","Rankin",NA,NA,NA,394.7096075,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.12,26.13,NA,NA,NA,NA,NA,NA,22.7777777777778,NA,NA,25,NA,25.5555555555556,NA,0,1.11111111111111,NA
"202311270714-265","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00256453415021228,2023,11,27,"7:14",265,"E",25.13654172,-80.82053988,"11/27/2023","Rankin",NA,NA,NA,389.9343668,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,26.284,NA,NA,NA,NA,NA,NA,31.1111111111111,NA,NA,NA,NA,46.6666666666667,NA,0,0,NA
"202311270725-278","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"7:25",278,"S",25.13925369,-80.80895777,"11/27/2023","Rankin",NA,NA,NA,389.30885,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.25,26.396,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,1.11111111111111,NA,0,0,NA
"202311270733-279","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00255130955744757,2023,11,27,"7:33",279,"S",25.12853826,-80.79587881,"11/27/2023","Rankin",NA,NA,NA,391.9555732,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.44,26.148,NA,NA,NA,2,NA,NA,10.8333333333333,NA,NA,12,NA,3.33333333333333,NA,0,3.33333333333333,NA
"202311270744-266","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"7:44",266,"E",25.12087285,-80.80402728,"11/27/2023","Rankin",NA,NA,NA,389.9165844,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.22,26.382,NA,NA,NA,NA,NA,NA,26.6666666666667,NA,NA,NA,NA,58.3333333333333,NA,0,0,NA
"202311270805-280","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"8:05",280,"N",25.12119982,-80.78569681,"11/27/2023","Rankin",NA,NA,NA,390.8973136,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.42,26.161,NA,NA,NA,10,NA,NA,25,NA,NA,26.6666666666667,NA,23.3333333333333,NA,0,2.22222222222222,NA
"202311270813-267","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00257497976855133,2023,11,27,"8:13",267,"E",25.10731386,-80.79541605,"11/27/2023","Rankin",NA,NA,NA,388.3525658,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,26.562,NA,NA,NA,NA,NA,NA,26.1111111111111,NA,NA,26.6666666666667,NA,27.7777777777778,NA,0,1.66666666666667,NA
"202311270823-254","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"8:23",254,"N",25.10133522,-80.81384735,"11/27/2023","Rankin",NA,NA,NA,390.0241517,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.74,26.449,NA,NA,NA,NA,NA,NA,20.8333333333333,NA,NA,22,NA,5.55555555555556,NA,0,6.66666666666667,NA
"202311270837-239","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"8:37",239,"E",25.10286382,-80.83380927,"11/27/2023","Rankin",NA,NA,NA,388.5060465,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.36,26.339,NA,NA,NA,NA,NA,NA,26.1111111111111,NA,30,NA,NA,44.4444444444444,NA,1.11111111111111,0,NA
"202311270846-240","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00253236960935241,2023,11,27,"8:46",240,"W",25.08632616,-80.83136863,"11/27/2023","Rankin",NA,NA,NA,394.887064,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.42,26.285,NA,NA,NA,NA,NA,NA,20.5555555555556,NA,NA,NA,NA,12.2222222222222,5,0,0,NA
"202311270857-224","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"8:57",224,"S",25.08536819,-80.84946088,"11/27/2023","Rankin",NA,NA,NA,400.4509506,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.5,26.282,NA,NA,NA,NA,NA,NA,27.7777777777778,NA,40,45,NA,69.4444444444444,NA,7.22222222222222,5,NA
"202311270905-225","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"9:05",225,"S",25.07080112,-80.83795345,"11/27/2023","Rankin",NA,NA,NA,389.6074173,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.85,26.621,NA,NA,NA,NA,NA,NA,17.5,NA,NA,20,NA,3.33333333333333,5,0,5,NA
"202311270912-226","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"9:12",226,NA,25.06790198,-80.82916989,"11/27/2023","Rankin",NA,NA,NA,389.3730297,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.96,26.742,NA,NA,NA,NA,NA,NA,21.4285714285714,NA,NA,NA,NA,13.8888888888889,NA,0,0,NA
"202311270923-255","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"9:23",255,"W",25.08477828,-80.80927737,"11/27/2023","Rankin",NA,NA,NA,385.7774957,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.71,26.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6666666666667,NA,0,5,0,24.4444444444444,NA
"202311270929-241","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"9:29",241,"S",25.07388264,-80.81529474,"11/27/2023","Rankin",NA,NA,NA,383.7788303,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.88,26.288,NA,NA,NA,NA,NA,NA,12.5,NA,NA,24.2857142857143,NA,1.11111111111111,NA,0,17.2222222222222,NA
"202311270943-227","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"9:43",227,"N",25.05739074,-80.82061825,"11/27/2023","Rankin",NA,NA,NA,389.5646868,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.03,26.463,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.1111111111111,NA,0,NA,0,30,NA
"202311270952-228","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"9:52",228,"W",25.03488332,-80.81056408,"11/27/2023","Rankin",NA,NA,NA,387.5369274,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.11,26.559,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8888888888889,NA,0,NA,0,41.6666666666667,NA
"202311270959-229","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"9:59",229,"W",25.0305316,-80.80030278,"11/27/2023","Rankin",NA,NA,NA,387.3648706,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.39,26.455,NA,NA,NA,5,NA,NA,NA,NA,NA,25.5555555555556,NA,0,NA,0,49.4444444444444,NA
"202311271011-242","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"10:11",242,"E",25.0579753,-80.79803028,"11/27/2023","Rankin",NA,NA,NA,403.47849,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.51,26.567,NA,NA,NA,3,NA,NA,NA,NA,NA,27.2222222222222,NA,0,7.5,0,41.1111111111111,NA
"202311271019-243","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"10:19",243,"N",25.05116433,-80.79239136,"11/27/2023","Rankin",NA,NA,NA,387.9384785,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.21,26.399,NA,NA,NA,2,NA,NA,NA,NA,NA,21.6666666666667,NA,0,NA,0,24.4444444444444,NA
"202311271027-244","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"10:27",244,"N",25.04257824,-80.7805489,"11/27/2023","Rankin",NA,NA,NA,399.9793497,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.77,26.696,NA,NA,NA,2,NA,NA,NA,NA,NA,25.5555555555556,NA,0,NA,0,25.5555555555556,NA
"202311271038-258","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"10:38",258,"N",25.05368862,-80.77053613,"11/27/2023","Whipray",NA,NA,NA,386.3060908,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.01,26.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,0,NA,0,16.6666666666667,NA
"202311271045-257","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"10:45",257,"N",25.06458669,-80.77903915,"11/27/2023","Whipray",NA,NA,NA,387.1013254,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.81,26.701,NA,NA,NA,3,NA,NA,NA,NA,NA,23.8888888888889,NA,0,NA,0,20,NA
"202311271053-270","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"10:53",270,"W",25.0701506,-80.76976826,"11/27/2023","Whipray",NA,NA,NA,383.9644827,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.49,26.924,NA,NA,NA,0.5,NA,NA,NA,NA,NA,25,NA,0,NA,0,31.6666666666667,NA
"202311271106-271","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"11:06",271,"N",25.06248987,-80.75179755,"11/27/2023","Whipray",NA,NA,NA,396.8986902,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.89,26.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,0,NA,0,13.8888888888889,NA
"202311271115-284","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"11:15",284,"N",25.07529533,-80.73731211,"11/27/2023","Whipray",NA,NA,NA,386.6966496,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.44,26.627,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3333333333333,NA,0,5,0,9.44444444444444,NA
"202311271123-294","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"11:23",294,"N",25.08031164,-80.72782975,"11/27/2023","Whipray",NA,NA,NA,387.3672219,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.11,26.639,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6666666666667,NA,0,NA,0,16.6666666666667,NA
"202311271132-283","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"11:32",283,"N",25.08505798,-80.74871837,"11/27/2023","Whipray",NA,NA,NA,395.281694,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.34,26.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8888888888889,NA,0,NA,0,22.7777777777778,NA
"202311271142-282","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"11:42",282,"N",25.09904545,-80.76304514,"11/27/2023","Whipray",NA,NA,NA,386.2480934,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.92,26.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.1111111111111,NA,0,NA,0,22.7777777777778,NA
"202311271151-281","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"11:51",281,"S",25.10169304,-80.77522228,"11/27/2023","Whipray",NA,NA,NA,387.2956515,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.29,26.903,NA,NA,NA,0.5,NA,NA,17.5,NA,NA,19.4444444444444,NA,2.77777777777778,NA,0,18.8888888888889,NA
"202311271158-268","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00260699277650713,2023,11,27,"11:58",268,"E",25.09361196,-80.78243089,"11/27/2023","Whipray",NA,NA,NA,383.5837249,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.24,26.762,NA,NA,NA,0.5,NA,NA,24.2857142857143,NA,NA,27.5,NA,53.8888888888889,NA,0,3.88888888888889,NA
"202311271210-269","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"12:10",269,"W",25.08350431,-80.77961625,"11/27/2023","Whipray",NA,NA,NA,388.828284,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.32,27.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3333333333333,NA,0,NA,0,11.6666666666667,NA
"202311271220-256","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"12:20",256,"W",25.07493742,-80.7879813,"11/27/2023","Whipray",NA,NA,NA,385.9148724,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.62,26.921,NA,NA,NA,NA,NA,NA,11.6666666666667,NA,NA,12.7777777777778,NA,1.66666666666667,NA,0,10,NA
"202311271235-291","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"12:35",291,"E",25.11284608,-80.75601205,"11/27/2023","Whipray",NA,NA,NA,385.0635526,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.95,27.416,NA,NA,NA,NA,NA,NA,16.6666666666667,NA,NA,20,NA,11.6666666666667,5,0,2.22222222222222,NA
"202311271242-292","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"12:42",292,"E",25.10717656,-80.74492003,"11/27/2023","Whipray",NA,NA,NA,383.5673809,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.29,27.051,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4444444444444,NA,0,5,0,16.1111111111111,NA
"202311271250-302","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"12:50",302,"S",25.11008408,-80.73600646,"11/27/2023","Whipray",NA,NA,NA,385.1858291,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.27,27.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,0,NA,0,17.2222222222222,NA
"202311271301-313","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"13:01",313,"W",25.12465174,-80.72427867,"11/27/2023","Crocodile",NA,NA,NA,387.6548504,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.62,27.197,NA,NA,NA,NA,NA,NA,7.22222222222222,NA,NA,NA,NA,7.77777777777778,5,0,0,NA
"202311271308-303","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"13:08",303,"N",25.10627174,-80.7217781,"11/27/2023","Crocodile",NA,NA,NA,389.4950903,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.52,27.132,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2.22222222222222,NA,0,0,NA
"202311271315-304","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"13:15",304,"N",25.09451679,-80.7148103,"11/27/2023","Crocodile",NA,NA,NA,396.0788273,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.01,27.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6666666666667,NA,0,5,0,20.5555555555556,NA
"202311271323-315","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"13:23",315,"W",25.10276014,-80.70117689,"11/27/2023","Crocodile",NA,NA,NA,384.331087,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,26.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,0,13.3333333333333,NA
"202311271415-314","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"14:15",314,"E",25.11132896,-80.70276266,"11/27/2023","Crocodile",NA,NA,NA,385.838275,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.33,27.362,NA,NA,NA,0.5,NA,NA,NA,NA,NA,17.2222222222222,NA,0,NA,0,8.88888888888889,NA
"202311271427-324","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00260199895962871,2023,11,27,"14:27",324,"W",25.12400391,-80.70367428,"11/27/2023","Crocodile",NA,NA,NA,384.3199077,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.65,28.383,NA,NA,NA,3,NA,NA,NA,NA,NA,16.6666666666667,NA,0,NA,0,6.66666666666667,NA
"202311271433-323","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"14:33",323,"W",25.13386773,-80.7090951,"11/27/2023","Crocodile",NA,NA,NA,388.1285561,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.17,27.364,NA,NA,NA,1,NA,NA,NA,NA,NA,19.4444444444444,NA,0,NA,0,15.5555555555556,NA
"202311271446-616","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"14:46",616,"N",25.15559169,-80.6902126,"11/27/2023","Crocodile",NA,NA,NA,385.8762979,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.02,27.281,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6666666666667,NA,0,NA,0,6.11111111111111,NA
"202311271453-618","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"14:53",618,"E",25.16052889,-80.67355935,"11/27/2023","Crocodile",NA,NA,NA,389.7417587,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.23,26.892,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3333333333333,NA,0,NA,0,7.22222222222222,NA
"202311271505-621","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"15:05",621,"E",25.16731714,-80.66202594,"11/27/2023","Crocodile",NA,NA,NA,418.2320904,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.97,26.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.6666666666667,NA,0,10.7142857142857,0,26.1111111111111,NA
"202311271516-622","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"15:16",622,"W",25.15849896,-80.65626397,"11/27/2023","Crocodile",NA,NA,NA,383.501449,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.07,27.505,NA,NA,NA,NA,NA,NA,7.5,NA,NA,16.6666666666667,NA,3.33333333333333,NA,0,3.33333333333333,NA
"202311271522-619","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"15:22",619,"N",25.15007548,-80.66887597,"11/27/2023","Crocodile",NA,NA,NA,393.7668301,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.53,27.495,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3333333333333,NA,0,NA,0,6.66666666666667,NA
"202311271529-401","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"15:29",401,"E",25.13517614,-80.67611223,"11/27/2023","Crocodile",NA,NA,NA,385.8263124,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.14,27.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6666666666667,NA,0,NA,0,5.55555555555556,NA
"202311271537-407","Spotted Seatrout","Cynoscion nebulosus",0,0,0,2023,11,27,"15:37",407,"W",25.12976152,-80.65751254,"11/27/2023","Crocodile",NA,NA,NA,388.0336949,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.75,26.997,NA,NA,NA,NA,NA,NA,9.16666666666667,NA,NA,NA,NA,3.33333333333333,5,0,0,NA
"202311271545-408","Spotted Seatrout","Cynoscion nebulosus",1,1,0.00244082769338946,2023,11,27,"15:45",408,"W",25.11845785,-80.64558366,"11/27/2023","Crocodile",NA,NA,NA,409.6970887,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.83,26.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7777777777778,NA,0,NA,0,22.7777777777778,NA
