"keyfield","com_nm","sci_nm","count","bulk_wt"
"202405011416-241","Dwarf Seahorse","Hippocampus zosterae",1,0.03
"202405011416-241","Fringed Pipefish","Anarchopterus criniger",1,0.1
"202405011416-241","Gulf Toadfish","Opsanus beta",2,5.82
"202405011416-241","Mojarra Spp","Eucinostomus spp",1,10.86
"202405011416-241","Rainwater Killifish","Lucania parva",1,0.04
"202405011608-270","Dwarf Seahorse","Hippocampus zosterae",4,0.26
"202405011608-270","Florida Grassflat Crab","Neopanope packardii",1,0.65
"202405011608-270","Gulf Pipefish","Syngnathus scovelli",3,1.66
"202405011722-266","Gulf Pipefish","Syngnathus scovelli",1,0.5
"202405011722-266","Gulf Toadfish","Opsanus beta",2,19.88
"202405011722-266","Mojarra Spp","Eucinostomus spp",1,2.47
"202405011722-266","Rainwater Killifish","Lucania parva",3,0.72
"202405011722-266","Silver Perch","Bairdiella chrysoura",2,3.2
"202405030758-301","Mojarra Spp","Eucinostomus spp",5,27.38
"202405030758-301","Rainwater Killifish","Lucania parva",1,0.07
"202405030857-314","Atlantic Mud Crab","Panopeus herbstii",4,2.3
"202405030857-314","Flatback Mud Crab","Eurypanopeus depressus",1,0.19
"202405030857-314","Fringed Pipefish","Anarchopterus criniger",1,0.05
"202405030857-314","Gulf Pipefish","Syngnathus scovelli",2,0.85
"202405030857-314","Marbled Blenny","Paraclinus marmoratus",1,0.73
"202405030857-314","Mojarra Spp","Eucinostomus spp",4,16.36
"202405031026-618","Clown Goby","Microgobius gulosus",2,0.56
"202405031026-618","Dwarf Seahorse","Hippocampus zosterae",3,0.27
"202405031026-618","Fringed Pipefish","Anarchopterus criniger",1,0.13
"202405031026-618","Goldspotted Killifish","Floridichthys carpio",4,1.11
"202405031026-618","Gulf Pipefish","Syngnathus scovelli",4,1.85
"202405031026-618","Mojarra Spp","Eucinostomus spp",30,52.35
"202405031026-618","Rainwater Killifish","Lucania parva",2,0.17
"202405031120-402","Clown Goby","Microgobius gulosus",1,0.04
"202405031120-402","Goldspotted Killifish","Floridichthys carpio",2,0.93
"202405031120-402","Gulf Pipefish","Syngnathus scovelli",2,0.72
"202405040727-071","Bay Anchovy","Anchoa mitchilli",1,0
"202405041002-070","Bay Anchovy","Anchoa mitchilli",317,5.91
"202405041002-070","Blue Crab","Callinectes sapidus",2,1.89
"202405041002-070","Flase Pilchard","Harengula clupeola",1,0.23
"202405041002-070","Grass Squid","Pickfordiateuthis pulchella",1,0.12
"202405041002-070","Gulf Pipefish","Syngnathus scovelli",1,0.2
"202405041002-070","Inshore Lizardfish","Synodus foetens",1,2.56
"202405041002-070","Longnose Spider Crab","Libinia dubia",2,2.55
"202405041002-070","Mojarra Spp","Eucinostomus spp",4,15.28
"202405041002-070","Pigfish","Orthopristis chrysoptera",3,16.34
"202405041141-022","Dusky Pipefish","Syngnathus floridae",2,0.27
"202405041141-022","Flatback Mud Crab","Eurypanopeus depressus",1,0.26
"202405041141-022","Gray Pitho Crab","Pitho mirabilis",2,8.43
"202405041141-022","Grunt Spp","Haemulon spp",2,1.13
"202405041141-022","Gulf Pipefish","Syngnathus scovelli",2,0.83
"202405041141-022","Mojarra Spp","Eucinostomus spp",11,15.94
"202405041141-022","Pinfish","Lagodon rhomboides",15,39.88
"202405041141-022","Sargassum Pipefish","Syngnathus pelagicus",2,1.45
"202405041141-022","Speck-Claw Decorator Crab","Microphrys bicornutus",1,4.99
"202405041141-022","White Grunt","Haemulon plumierii",4,24.73
"202405041251-123","Dusky Pipefish","Syngnathus floridae",1,0.18
"202405041251-123","Dwarf Seahorse","Hippocampus zosterae",1,0.03
"202405041251-123","Fringed Filefish","Monacanthus ciliatus",1,4.36
"202405041251-123","Gulf Pipefish","Syngnathus scovelli",4,0.65
"202405041251-123","Mojarra Spp","Eucinostomus spp",20,14.69
"202405041251-123","Rainwater Killifish","Lucania parva",15,1.66
"202405041251-123","Sargassum Pipefish","Syngnathus pelagicus",1,0.06
"202405041447-146","Code Goby","Gobiosoma robustum",1,0.33
"202405041447-146","Dusky Pipefish","Syngnathus floridae",1,0.07
"202405041447-146","Mojarra Spp","Eucinostomus spp",1,0.85
"202405041447-146","Pinfish","Lagodon rhomboides",1,2.77
"202405041447-146","Rainwater Killifish","Lucania parva",17,2.32
"202405041447-146","Sargassum Pipefish","Syngnathus pelagicus",1,0.24
"202405041447-146","Silver Perch","Bairdiella chrysoura",1,0.05
"202405041700-168","Atlantic Bay Scallop","Argopecten irradians",1,4.96
"202405041700-168","Bay Anchovy","Anchoa mitchilli",8,3.3
"202405041700-168","Code Goby","Gobiosoma robustum",30,11.17
"202405041700-168","Dwarf Seahorse","Hippocampus zosterae",12,0.63
"202405041700-168","False Arrow Crab","Metoporhaphis calcarata",2,0.43
"202405041700-168","Flatback Mud Crab","Eurypanopeus depressus",56,9.61
"202405041700-168","Florida Blenny","Chasmodes saburrae",1,0.47
"202405041700-168","Florida Grassflat Crab","Neopanope packardii",45,15.85
"202405041700-168","Fringed Pipefish","Anarchopterus criniger",11,0.86
"202405041700-168","Gray Pitho Crab","Pitho mirabilis",1,4.27
"202405041700-168","Grunt Spp","Haemulon spp",29,7.81
"202405041700-168","Gulf Pipefish","Syngnathus scovelli",8,1.03
"202405041700-168","Gulf Toadfish","Opsanus beta",9,20.34
"202405041700-168","Inshore Lizardfish","Synodus foetens",1,4.01
"202405041700-168","Longnose Spider Crab","Libinia dubia",7,43.13
"202405041700-168","Mojarra Spp","Eucinostomus spp",15,24.04
"202405041700-168","Pigfish","Orthopristis chrysoptera",12,53.58
"202405041700-168","Pinfish","Lagodon rhomboides",36,106.76
"202405041700-168","Rainwater Killifish","Lucania parva",74,6.57
"202405041700-168","Sargassum Pipefish","Syngnathus pelagicus",1,0.53
"202405041700-168","Sheepshead","Archosargus probatocephalus",6,6.08
"202405041700-168","Silver Perch","Bairdiella chrysoura",19,42.12
"202405041700-168","Spanish Sardine","Sardinella aurita",1,0.32
"202405041700-168","Striped Burrfish","Chilomycterus schoepfi",1,7.04
"202405041700-168","White Grunt","Haemulon plumierii",4,41.75
"202406090909-241","Dwarf Seahorse","Hippocampus zosterae",11,0.84
"202406090909-241","Fringed Pipefish","Anarchopterus criniger",1,0.05
"202406090909-241","Gulf Pipefish","Syngnathus scovelli",9,1.45
"202406090909-241","Gulf Toadfish","Opsanus beta",5,1.18
"202406090909-241","Mojarra Spp","Eucinostomus spp",26,16.61
"202406090909-241","Pinfish","Lagodon rhomboides",2,12.04
"202406090909-241","Rainwater Killifish","Lucania parva",25,2.85
"202406091049-270","Dwarf Seahorse","Hippocampus zosterae",7,0.73
"202406091049-270","Mojarra Spp","Eucinostomus spp",2,6.97
"202406091254-314","Clown Goby","Microgobius gulosus",1,0.01
"202406091254-314","Dwarf Seahorse","Hippocampus zosterae",1,0.09
"202406091254-314","Florida Grassflat Crab","Neopanope packardii",1,1.13
"202406091423-618","Dusky Pipefish","Syngnathus floridae",2,0.52
"202406091423-618","Dwarf Seahorse","Hippocampus zosterae",2,0.05
"202406091423-618","Florida Grassflat Crab","Neopanope packardii",1,1.34
"202406091423-618","Fringed Pipefish","Anarchopterus criniger",2,0.12
"202406091423-618","Goldspotted Killifish","Floridichthys carpio",7,4.06
"202406091423-618","Gulf Toadfish","Opsanus beta",1,0.38
"202406091423-618","Jack Spp","Caranx spp",1,0.18
"202406091423-618","Mojarra Spp","Eucinostomus spp",25,80.3
"202406091423-618","Rainwater Killifish","Lucania parva",6,0.87
"202406091423-618","Redfin Needlefish","Strongylura notata",1,0.26
"202406091423-618","Sargassum Pipefish","Syngnathus pelagicus",1,0.3
"202406091525-402","Clown Goby","Microgobius gulosus",2,0.76
"202406091525-402","Dwarf Seahorse","Hippocampus zosterae",4,0.25
"202406091525-402","Florida Grassflat Crab","Neopanope packardii",2,1.58
"202406091525-402","Fringed Pipefish","Anarchopterus criniger",5,1.47
"202406091525-402","Goldspotted Killifish","Floridichthys carpio",21,8.66
"202406091525-402","Gulf Pipefish","Syngnathus scovelli",7,2.31
"202406091525-402","Gulf Toadfish","Opsanus beta",1,0.18
"202406091525-402","Mojarra Spp","Eucinostomus spp",25,38.62
"202406091525-402","Rainwater Killifish","Lucania parva",2,0.2
"202406091525-402","Redfin Needlefish","Strongylura notata",2,1.03
"202406091714-301","Dwarf Seahorse","Hippocampus zosterae",9,0.53
"202406091714-301","Fringed Pipefish","Anarchopterus criniger",1,0.05
"202406091714-301","Gulf Pipefish","Syngnathus scovelli",3,1.21
"202406091714-301","Mojarra Spp","Eucinostomus spp",18,76.76
"202406091714-301","Spotted Dragonet","Diplogrammus pauciradiatus",2,0.28
"202406091815-266","Dwarf Seahorse","Hippocampus zosterae",3,0.22
"202406100824-070","Bay Anchovy","Anchoa mitchilli",25,5.08
"202406100824-070","Gulf Pipefish","Syngnathus scovelli",1,0.27
"202406100824-070","Longnose Spider Crab","Libinia dubia",1,1.04
"202406100824-070","Mojarra Spp","Eucinostomus spp",9,7.26
"202406100914-168","Dusky Pipefish","Syngnathus floridae",1,0.46
"202406100914-168","Dwarf Seahorse","Hippocampus zosterae",7,0.36
"202406100914-168","Gulf Pipefish","Syngnathus scovelli",5,0.51
"202406100914-168","Gulf Toadfish","Opsanus beta",1,6.53
"202406100914-168","Mojarra Spp","Eucinostomus spp",23,7.24
"202406100914-168","Pigfish","Orthopristis chrysoptera",2,9.48
"202406100914-168","Pinfish","Lagodon rhomboides",21,101.76
"202406100914-168","Rainwater Killifish","Lucania parva",25,5.62
"202406100914-168","Silver Perch","Bairdiella chrysoura",6,21.25
"202406100914-168","White Grunt","Haemulon plumierii",4,30.64
"202406101020-146","Code Goby","Gobiosoma robustum",6,1.49
"202406101020-146","Dusky Pipefish","Syngnathus floridae",3,1.11
"202406101020-146","Dwarf Seahorse","Hippocampus zosterae",4,0.19
"202406101020-146","Florida Blenny","Chasmodes saburrae",1,0.96
"202406101020-146","Fringed Pipefish","Anarchopterus criniger",4,0.2
"202406101020-146","Gulf Pipefish","Syngnathus scovelli",24,1.91
"202406101020-146","Gulf Toadfish","Opsanus beta",4,0.66
"202406101020-146","Mojarra Spp","Eucinostomus spp",11,1.62
"202406101020-146","Pigfish","Orthopristis chrysoptera",2,13.98
"202406101020-146","Pinfish","Lagodon rhomboides",16,49.19
"202406101020-146","Rainwater Killifish","Lucania parva",25,3.19
"202406101020-146","Silver Perch","Bairdiella chrysoura",3,4.71
"202406101020-146","White Grunt","Haemulon plumierii",2,13.28
"202406101211-123","Atlantic Bay Scallop","Argopecten irradians",1,1.6
"202406101211-123","Dusky Pipefish","Syngnathus floridae",3,1.55
"202406101211-123","Dwarf Seahorse","Hippocampus zosterae",1,0.02
"202406101211-123","Flatback Mud Crab","Eurypanopeus depressus",1,0.21
"202406101211-123","Florida Grassflat Crab","Neopanope packardii",1,0.22
"202406101211-123","Fringed Filefish","Monacanthus ciliatus",1,0.86
"202406101211-123","Fringed Pipefish","Anarchopterus criniger",4,0.47
"202406101211-123","Gulf Pipefish","Syngnathus scovelli",8,0.91
"202406101211-123","Inshore Lizardfish","Synodus foetens",1,0.06
"202406101211-123","Mojarra Spp","Eucinostomus spp",6,13.06
"202406101211-123","Pinfish","Lagodon rhomboides",4,24.94
"202406101211-123","Rainwater Killifish","Lucania parva",25,1.76
"202406101211-123","Silver Perch","Bairdiella chrysoura",1,1.85
"202406101211-123","Speck-Claw Decorator Crab","Microphrys bicornutus",1,2.97
"202406101211-123","White Grunt","Haemulon plumierii",1,14.56
"202406101412-022","Florida Grassflat Crab","Neopanope packardii",1,0.32
"202406101412-022","Mojarra Spp","Eucinostomus spp",19,27.72
"202406101412-022","Pinfish","Lagodon rhomboides",3,4.57
"202406101412-022","White Grunt","Haemulon plumierii",1,0.36
"202407111144-301","Bay Anchovy","Anchoa mitchilli",1,0.79
"202407111144-301","Dwarf Seahorse","Hippocampus zosterae",4,0.21
"202407111144-301","Fringed Pipefish","Anarchopterus criniger",1,0.15
"202407111144-301","Mojarra Spp","Eucinostomus spp",11,31.3
"202407111144-301","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.1
"202407111600-402","Clown Goby","Microgobius gulosus",1,0.24
"202407111600-402","Dwarf Seahorse","Hippocampus zosterae",3,0.2
"202407111600-402","Goldspotted Killifish","Floridichthys carpio",28,5.6
"202407111600-402","Gulf Pipefish","Syngnathus scovelli",4,1.18
"202407111600-402","Mojarra Spp","Eucinostomus spp",8,10.18
"202407111600-402","Rainwater Killifish","Lucania parva",7,0.77
"202407111600-402","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.1
"202407111740-618","Dwarf Seahorse","Hippocampus zosterae",12,0.63
"202407111740-618","Goldspotted Killifish","Floridichthys carpio",2,1.48
"202407111740-618","Gulf Pipefish","Syngnathus scovelli",4,1.55
"202407111740-618","Gulf Toadfish","Opsanus beta",2,0.56
"202407111740-618","Mojarra Spp","Eucinostomus spp",49,59.7
"202407111740-618","Rainwater Killifish","Lucania parva",3,0.28
"202407111740-618","Redfin Needlefish","Strongylura notata",1,0.03
"202407111834-314","Clown Goby","Microgobius gulosus",2,0.32
"202407111834-314","Florida Grassflat Crab","Neopanope packardii",2,0.17
"202407111834-314","Mojarra Spp","Eucinostomus spp",5,26.94
"202407111834-314","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.03
"202407120730-070","Bay Anchovy","Anchoa mitchilli",9,0.11
"202407120730-070","Code Goby","Gobiosoma robustum",1,0.1
"202407120730-070","Dwarf Seahorse","Hippocampus zosterae",1,0.03
"202407120730-070","Gulf Pipefish","Syngnathus scovelli",1,0.13
"202407120730-070","Mojarra Spp","Eucinostomus spp",26,8.62
"202407120730-070","Mud Crab Spp","Panopeidae spp",1,0.09
"202407120730-070","Sea Star Spp","Asteroidea spp",1,0.46
"202407120859-168","Dwarf Seahorse","Hippocampus zosterae",4,0.15
"202407120859-168","Florida Blenny","Chasmodes saburrae",2,1.76
"202407120859-168","Florida Grassflat Crab","Neopanope packardii",3,1.36
"202407120859-168","Fringed Filefish","Monacanthus ciliatus",4,5.59
"202407120859-168","Fringed Pipefish","Anarchopterus criniger",6,0.38
"202407120859-168","Gulf Pipefish","Syngnathus scovelli",13,1.84
"202407120859-168","Longnose Spider Crab","Libinia dubia",1,8.36
"202407120859-168","Mojarra Spp","Eucinostomus spp",115,16.48
"202407120859-168","Pigfish","Orthopristis chrysoptera",11,53.12
"202407120859-168","Pinfish","Lagodon rhomboides",22,100.91
"202407120859-168","Rainwater Killifish","Lucania parva",441,6.02
"202407120859-168","Silver Perch","Bairdiella chrysoura",8,22.96
"202407120859-168","Striped Burrfish","Chilomycterus schoepfi",1,13.66
"202407120859-168","White Grunt","Haemulon plumierii",1,4.29
"202407121037-146","Dwarf Seahorse","Hippocampus zosterae",5,0.34
"202407121037-146","Florida Blenny","Chasmodes saburrae",1,0.94
"202407121037-146","Fringed Filefish","Monacanthus ciliatus",1,2.04
"202407121037-146","Gulf Pipefish","Syngnathus scovelli",13,1.59
"202407121037-146","Gulf Toadfish","Opsanus beta",2,0.9
"202407121037-146","Mojarra Spp","Eucinostomus spp",42,8.26
"202407121037-146","Pinfish","Lagodon rhomboides",10,42.34
"202407121037-146","Rainwater Killifish","Lucania parva",599,3.43
"202407121037-146","Speck-Claw Decorator Crab","Microphrys bicornutus",1,1.03
"202407121037-146","White Grunt","Haemulon plumierii",1,7.22
"202407121248-123","Blue Crab Spp","Callinectes spp",1,0.21
"202407121248-123","Fringed Filefish","Monacanthus ciliatus",2,2.41
"202407121248-123","Fringed Pipefish","Anarchopterus criniger",2,0.08
"202407121248-123","Gulf Pipefish","Syngnathus scovelli",5,0.79
"202407121248-123","Mojarra Spp","Eucinostomus spp",6,0.36
"202407121248-123","Pinfish","Lagodon rhomboides",3,23.66
"202407121248-123","Rainwater Killifish","Lucania parva",48,2
"202407121248-123","Striped Burrfish","Chilomycterus schoepfi",1,2.62
"202407121248-123","White Grunt","Haemulon plumierii",1,12.39
"202407121326-022","Brittle Star Spp","Ophiuroidea spp",1,0.06
"202407121326-022","Florida Grassflat Crab","Neopanope packardii",9,1.15
"202407121326-022","Fringed Pipefish","Anarchopterus criniger",5,0.23
"202407121326-022","Gulf Pipefish","Syngnathus scovelli",1,0.04
"202407121326-022","Gulf Toadfish","Opsanus beta",2,0.13
"202407121326-022","Mojarra Spp","Eucinostomus spp",4,6.66
"202407121326-022","Mud Crab Spp","Panopeidae spp",6,0.33
"202407121326-022","White Grunt","Haemulon plumierii",1,0.53
"202407131058-266","Code Goby","Gobiosoma robustum",1,0.25
"202407131058-266","Dwarf Seahorse","Hippocampus zosterae",4,0.17
"202407131058-266","Gulf Pipefish","Syngnathus scovelli",6,0.72
"202407131058-266","Mojarra Spp","Eucinostomus spp",13,17.24
"202407131058-266","Pigfish","Orthopristis chrysoptera",1,4.82
"202407131058-266","Rainwater Killifish","Lucania parva",29,1.92
"202407131058-266","Silver Perch","Bairdiella chrysoura",2,15.38
"202407131131-241","Code Goby","Gobiosoma robustum",3,0.39
"202407131131-241","Dwarf Seahorse","Hippocampus zosterae",10,0.55
"202407131131-241","Fringed Pipefish","Anarchopterus criniger",1,0.02
"202407131131-241","Gulf Pipefish","Syngnathus scovelli",2,1.59
"202407131131-241","Mojarra Spp","Eucinostomus spp",44,55.56
"202407131131-241","Pinfish","Lagodon rhomboides",1,11.16
"202407131131-241","Rainwater Killifish","Lucania parva",2,0.16
"202407131510-270","Bay Anchovy","Anchoa mitchilli",2,0.77
"202407131510-270","Code Goby","Gobiosoma robustum",1,0.42
"202407131510-270","Dwarf Seahorse","Hippocampus zosterae",4,0.44
"202407131510-270","Fringed Pipefish","Anarchopterus criniger",2,0.1
"202407131510-270","Mojarra Spp","Eucinostomus spp",9,26.77
"202407131510-270","Rainwater Killifish","Lucania parva",1,0.15
"202408100907-301","Bay Anchovy","Anchoa mitchilli",21,8.35
"202408100907-301","Clown Goby","Microgobius gulosus",1,0.04
"202408100907-301","Dwarf Seahorse","Hippocampus zosterae",2,0.1
"202408100907-301","Gulf Toadfish","Opsanus beta",1,0.25
"202408100907-301","Mojarra Spp","Eucinostomus spp",25,45.58
"202408100907-301","Rainwater Killifish","Lucania parva",2,0.21
"202408101056-314","Bay Anchovy","Anchoa mitchilli",4,0.33
"202408101056-314","Clown Goby","Microgobius gulosus",3,0.19
"202408101056-314","Dwarf Seahorse","Hippocampus zosterae",1,0.04
"202408101056-314","Mojarra Spp","Eucinostomus spp",25,69.32
"202408101151-618","Clown Goby","Microgobius gulosus",1,0.18
"202408101151-618","Dusky Pipefish","Syngnathus floridae",1,0.64
"202408101151-618","Dwarf Seahorse","Hippocampus zosterae",8,0.54
"202408101151-618","Goldspotted Killifish","Floridichthys carpio",1,0.63
"202408101151-618","Gulf Pipefish","Syngnathus scovelli",1,0.34
"202408101151-618","Gulf Toadfish","Opsanus beta",1,0.97
"202408101151-618","Mojarra Spp","Eucinostomus spp",25,46.51
"202408101151-618","Rainwater Killifish","Lucania parva",7,1.29
"202408101431-402","Clown Goby","Microgobius gulosus",1,0.05
"202408101431-402","Dwarf Seahorse","Hippocampus zosterae",5,0.2
"202408101431-402","Fringed Pipefish","Anarchopterus criniger",1,0.04
"202408101431-402","Goldspotted Killifish","Floridichthys carpio",11,3.14
"202408101431-402","Mojarra Spp","Eucinostomus spp",25,43.62
"202408101431-402","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.2
"202408110850-266","Bay Anchovy","Anchoa mitchilli",1,0.39
"202408110850-266","Dwarf Seahorse","Hippocampus zosterae",1,0.02
"202408110850-266","Florida Grassflat Crab","Neopanope packardii",1,2.6
"202408110850-266","Fringed Pipefish","Anarchopterus criniger",5,0.22
"202408110850-266","Mojarra Spp","Eucinostomus spp",9,7.82
"202408110850-266","Rainwater Killifish","Lucania parva",3,0.34
"202408110953-241","Clown Goby","Microgobius gulosus",1,0.06
"202408110953-241","Dwarf Seahorse","Hippocampus zosterae",1,0.03
"202408110953-241","Mojarra Spp","Eucinostomus spp",18,30.13
"202408111334-270","Bay Anchovy","Anchoa mitchilli",1,0.22
"202408111334-270","Dwarf Seahorse","Hippocampus zosterae",14,1.32
"202408111334-270","Mojarra Spp","Eucinostomus spp",25,72.63
"202408111334-270","Pinfish","Lagodon rhomboides",1,12.23
"202408120810-070","Bay Anchovy","Anchoa mitchilli",17,3.31
"202408120810-070","Dwarf Seahorse","Hippocampus zosterae",1,0.16
"202408120810-070","Mojarra Spp","Eucinostomus spp",25,31.13
"202408120810-070","Sargassum Pipefish","Syngnathus pelagicus",1,0.15
"202408121001-022","Brittle Star Spp","Ophiuroidea spp",1,0.03
"202408121001-022","Dusky Pipefish","Syngnathus floridae",1,0.28
"202408121001-022","Dwarf Seahorse","Hippocampus zosterae",1,0.03
"202408121001-022","Flatback Mud Crab","Eurypanopeus depressus",3,0.35
"202408121001-022","Fringed Filefish","Monacanthus ciliatus",6,8.73
"202408121001-022","Fringed Pipefish","Anarchopterus criniger",1,0.19
"202408121001-022","Grass Porgy","Calamus arctifrons",1,3.9
"202408121001-022","Gray Pitho Crab","Pitho mirabilis",1,2.47
"202408121001-022","Gulf Pipefish","Syngnathus scovelli",1,0.6
"202408121001-022","Mojarra Spp","Eucinostomus spp",25,18.76
"202408121001-022","Pinfish","Lagodon rhomboides",5,45.31
"202408121001-022","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.13
"202408121001-022","White Grunt","Haemulon plumierii",5,19.95
"202408121127-123","Dwarf Seahorse","Hippocampus zosterae",1,0.06
"202408121127-123","Fringed Filefish","Monacanthus ciliatus",2,5.95
"202408121127-123","Great Barracuda","Sphyraena barracuda",1,0.22
"202408121127-123","Gulf Pipefish","Syngnathus scovelli",8,2.01
"202408121127-123","Marbled Blenny","Paraclinus marmoratus",1,0.46
"202408121127-123","Mojarra Spp","Eucinostomus spp",11,11.12
"202408121127-123","Pinfish","Lagodon rhomboides",6,55.39
"202408121127-123","Rainwater Killifish","Lucania parva",25,2.54
"202408121127-123","Silver Perch","Bairdiella chrysoura",1,10.26
"202408121127-123","Striped Burrfish","Chilomycterus schoepfi",1,3.86
"202408121127-123","White Grunt","Haemulon plumierii",3,6.85
"202408121226-146","Dwarf Seahorse","Hippocampus zosterae",2,0.1
"202408121226-146","Mojarra Spp","Eucinostomus spp",2,0.08
"202408121226-146","Pinfish","Lagodon rhomboides",1,6.34
"202408121226-146","Rainwater Killifish","Lucania parva",25,2.78
"202408121252-168","Bay Anchovy","Anchoa mitchilli",2,0.32
"202408121252-168","Dwarf Seahorse","Hippocampus zosterae",2,0.06
"202408121252-168","Fringed Filefish","Monacanthus ciliatus",4,2.57
"202408121252-168","Fringed Pipefish","Anarchopterus criniger",1,0.09
"202408121252-168","Grunt Spp","Haemulon spp",2,0.74
"202408121252-168","Gulf Pipefish","Syngnathus scovelli",1,0.09
"202408121252-168","Mojarra Spp","Eucinostomus spp",25,18.9
"202408121252-168","Rainwater Killifish","Lucania parva",3,0.15
"202408121252-168","Sargassum Pipefish","Syngnathus pelagicus",1,0.09
"202409071000-314","Dwarf Seahorse","Hippocampus zosterae",1,0.06
"202409071000-314","Flatback Mud Crab","Eurypanopeus depressus",4,0.98
"202409071000-314","Florida Grassflat Crab","Neopanope packardii",12,5.69
"202409071000-314","Fringed Pipefish","Anarchopterus criniger",2,0.15
"202409071000-314","Marbled Blenny","Paraclinus marmoratus",3,0.7
"202409071000-314","Mojarra Spp","Eucinostomus spp",25,73.18
"202409071000-314","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.06
"202409071249-618","Dwarf Seahorse","Hippocampus zosterae",4,0.16
"202409071249-618","Goldspotted Killifish","Floridichthys carpio",12,3.76
"202409071249-618","Gulf Pipefish","Syngnathus scovelli",1,0.16
"202409071249-618","Mojarra Spp","Eucinostomus spp",25,38.03
"202409071249-618","Rainwater Killifish","Lucania parva",4,0.38
"202409071249-618","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.05
"202409071334-402","Clown Goby","Microgobius gulosus",1,0.41
"202409071334-402","Dwarf Seahorse","Hippocampus zosterae",3,0.2
"202409071334-402","Goldspotted Killifish","Floridichthys carpio",12,4.94
"202409071334-402","Mojarra Spp","Eucinostomus spp",25,40.67
"202409071334-402","Redfin Needlefish","Strongylura notata",1,0.46
"202409080831-266","Bay Anchovy","Anchoa mitchilli",16,6.34
"202409080831-266","Gulf Pipefish","Syngnathus scovelli",2,0.22
"202409080831-266","Mojarra Spp","Eucinostomus spp",18,46.25
"202409080831-266","Rainwater Killifish","Lucania parva",1,0.11
"202409080945-241","Mojarra Spp","Eucinostomus spp",6,14.33
"202409080945-241","Pinfish","Lagodon rhomboides",1,11.69
"202409080945-241","Rainwater Killifish","Lucania parva",2,0.4
"202409081021-270","Bay Anchovy","Anchoa mitchilli",16,4.52
"202409081021-270","Dwarf Seahorse","Hippocampus zosterae",2,0.12
"202409081021-270","Gulf Pipefish","Syngnathus scovelli",1,0.04
"202409081021-270","Mojarra Spp","Eucinostomus spp",17,87.67
"202409081154-301","Bay Anchovy","Anchoa mitchilli",1,0.28
"202409081154-301","Dwarf Seahorse","Hippocampus zosterae",2,0.05
"202409081154-301","Mojarra Spp","Eucinostomus spp",17,23.46
"202409081154-301","Spotted Dragonet","Diplogrammus pauciradiatus",1,0.18
"202409081646-168","Dwarf Seahorse","Hippocampus zosterae",4,0.07
"202409081646-168","Fringed Filefish","Monacanthus ciliatus",23,53.06
"202409081646-168","Goldspotted Killifish","Floridichthys carpio",1,0.11
"202409081646-168","Gulf Pipefish","Syngnathus scovelli",8,1.94
"202409081646-168","Mojarra Spp","Eucinostomus spp",25,15.52
"202409081646-168","Pigfish","Orthopristis chrysoptera",2,24.25
"202409081646-168","Pinfish","Lagodon rhomboides",7,96.17
"202409081646-168","Rainwater Killifish","Lucania parva",25,3.77
"202409081646-168","Sargassum Pipefish","Syngnathus pelagicus",1,0.56
"202409081646-168","Silver Perch","Bairdiella chrysoura",2,11.24
"202409081646-168","White Grunt","Haemulon plumierii",3,4.3
"202409081729-146","Dwarf Seahorse","Hippocampus zosterae",2,0.04
"202409081729-146","Gulf Pipefish","Syngnathus scovelli",3,0.77
"202409081729-146","Mojarra Spp","Eucinostomus spp",3,1.63
"202409081729-146","Pinfish","Lagodon rhomboides",2,21.32
"202409081729-146","Rainwater Killifish","Lucania parva",25,3.47
"202409081801-070","Bay Anchovy","Anchoa mitchilli",25,5.24
"202409081801-070","Dusky Pipefish","Syngnathus floridae",3,2.03
"202409081801-070","Dwarf Seahorse","Hippocampus zosterae",2,0.04
"202409081801-070","False Arrow Crab","Metoporhaphis calcarata",1,0.32
"202409081801-070","Flase Pilchard","Harengula clupeola",1,1.6
"202409081801-070","Flatback Mud Crab","Eurypanopeus depressus",1,0.39
"202409081801-070","Fringed Filefish","Monacanthus ciliatus",7,12.52
"202409081801-070","Gray Pitho Crab","Pitho mirabilis",1,5.41
"202409081801-070","Gulf Pipefish","Syngnathus scovelli",7,0.57
"202409081801-070","Mojarra Spp","Eucinostomus spp",25,56.68
"202409081801-070","Pigfish","Orthopristis chrysoptera",3,28.38
"202409081801-070","Pinfish","Lagodon rhomboides",25,265.37
"202409081801-070","Rainwater Killifish","Lucania parva",1,0.28
"202409081801-070","Sargassum Pipefish","Syngnathus pelagicus",1,0.61
"202409081801-070","Silver Perch","Bairdiella chrysoura",19,113.01
"202409091015-022","Brittle Star Spp","Ophiuroidea spp",2,0.22
"202409091015-022","Dwarf Seahorse","Hippocampus zosterae",5,0.21
"202409091015-022","Florida Grassflat Crab","Neopanope packardii",2,0.45
"202409091015-022","Fringed Filefish","Monacanthus ciliatus",25,35.21
"202409091015-022","Mojarra Spp","Eucinostomus spp",25,33.07
"202409091015-022","Mud Crab Spp","Panopeidae spp",4,0.19
