"keyfield","sport_num","stom_spec","standard","total","wt_wstom","wt_wostom","blk_wt","blk_vol","cat","cat_wt","cat_vol","food_id","food_ord","food_fam","food_count","food_wt","food_tl","food_sl","food_cl"
"202308131113-280",68,"Cynoscion nebulosus",20.72,24.26,0.113,0.096,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202308131131-241",31,"Sphyraena barracuda",67.33,76.8,1.882,1.742,0.024,0.024,"Fish",0.024,0.1,"UN ID",NA,NA,1,0.024,NA,NA,NA
"202308131131-241",32,"Sphyraena barracuda",66.38,77,1.832,1.716,0.026,0.026,"Fish",0.026,0.1,"UN ID",NA,NA,1,0.026,NA,NA,NA
"202308131131-241",134,"Cynoscion nebulosus",22.16,27.61,0.176,0.144,0.002,0.002,"Fish",0.002,0.025,"UN ID Mush",NA,NA,1,0.001,NA,NA,NA
"202308131131-241",134,"Cynoscion nebulosus",22.16,27.61,0.176,0.144,0.002,0.002,"Fish",0.002,0.025,"UNID Fish",NA,NA,2,0.001,NA,NA,NA
"202308131207-240",72,"Cynoscion nebulosus",20.46,24.11,0.12,0.105,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202308131343-224",75,"Cynoscion nebulosus",25.55,31.43,0.244,0.207,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202308131522-270",29,"Sphyraena barracuda",63.69,72.8,1.723,1.534,0.091,0.091,"Fish",0.091,0.15,"Microgobius gulosus","Gobiiformes","Gobiidae",1,0.091,25.85,21.07,NA
"202308131522-270",30,"Sphyraena barracuda",62.74,70.78,1.449,1.3,0.015,0.015,"Fish",0.015,0.1,"UN ID",NA,NA,1,0.015,NA,NA,NA
"202308131730-237",101,"Cynoscion nebulosus",28.13,33.06,0.315,0.248,0.029,0.029,"Fish",0.029,0.2,"UNID Fish",NA,NA,1,0.029,NA,NA,NA
"202308140821-167",81,"Cynoscion nebulosus",21.16,24.58,0.147,0.11,0.009,0.009,"Crustacean",0.009,0.1,"Hippolyte spp","Decapoda","Hippolytidae",1,0.009,NA,NA,NA
"202308140821-167",80,"Cynoscion nebulosus",17.49,21.05,0.066,0.066,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202308140848-176",85,"Cynoscion nebulosus",68.7,81.62,4.748,4.406,0.123,0.123,"Fish",0.123,0.25,"Lucania parva","Cyprinodontiformes","Fundulidae",1,0.077,NA,NA,NA
"202308140848-176",84,"Cynoscion nebulosus",40.14,49.65,1.005,0.937,0.002,0.002,"Misc",0.002,0.05,"UN ID",NA,NA,1,0.002,NA,NA,NA
"202308140848-176",85,"Cynoscion nebulosus",68.7,81.62,4.748,4.406,0.123,0.123,"Fish",0.123,0.25,"UN ID",NA,NA,1,0.042,NA,NA,NA
"202308140937-168",64,"Cynoscion nebulosus",36.91,46.41,0.772,0.72,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202308140937-168",65,"Lutjanus synagris",38.74,48.28,1.673,1.545,0.016,0.016,"Fish",0.016,0.1,"UN ID",NA,NA,1,0.016,NA,NA,NA
"202308140937-168",66,"Lutjanus synagris",47.39,57.09,2.37,2.209,0.022,0.022,"Fish",0.016,0.05,"UNID Fish",NA,NA,1,0.016,NA,NA,NA
"202308140937-168",62,"Cynoscion nebulosus",20.1,24.77,0.116,0.102,0.002,0.002,"Crustacean",0.002,0.05,"UNID Shrimp","Decapoda",NA,2,0.002,NA,NA,NA
"202308140937-168",63,"Cynoscion nebulosus",34.66,40.5,0.525,0.478,0.001,0.001,"Crustacean",0.001,0.05,"UNID Shrimp","Decapoda",NA,1,0.001,NA,NA,NA
"202308140937-168",66,"Lutjanus synagris",47.39,57.09,2.37,2.209,0.022,0.022,"Crustacean",0.006,0.05,"UNID Shrimp","Decapoda",NA,1,0.006,NA,NA,NA
"202308141022-143",71,"Cynoscion nebulosus",25.51,31.11,0.226,0.206,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202308141601-022",24,"Lutjanus synagris",43.68,53.03,1.895,1.724,0.019,0.019,"Arthropoda",0.019,0.05,"Amphipod spp","Amphipoda",NA,15,0.019,NA,NA,NA
"202308141624-105",104,"Cynoscion nebulosus",74.4,88.36,6.274,5.906,0.133,0.133,"Fish",0.133,0.5,"UN ID",NA,NA,1,0.133,NA,NA,NA
"202308141701-123",26,"Cynoscion nebulosus",58.54,71.04,3.133,2.925,0.091,0.091,"Fish",0.091,0.2,"Lucania parva","Cyprinodontiformes","Fundulidae",1,0.091,19.87,16.43,NA
"202308141800-146",91,"Sphyraena barracuda",57.09,66.03,1.425,1.327,0.026,0.026,"Fish",0.026,0.15,"Lucania parva","Cyprinodontiformes","Fundulidae",1,0.012,NA,NA,NA
"202308141800-146",79,"Cynoscion nebulosus",16.65,19.02,0.056,0.041,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202308141800-146",90,"Cynoscion nebulosus",36.59,44.26,0.708,0.658,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202308141800-146",89,"Cynoscion nebulosus",27.95,32.89,0.301,0.273,0.004,0.004,"Fish",0.004,0.05,"UN ID",NA,NA,1,0.004,NA,NA,NA
"202308141800-146",91,"Sphyraena barracuda",57.09,66.03,1.425,1.327,0.026,0.026,"Fish",0.026,0.15,"UN ID",NA,NA,1,0.008,NA,NA,NA
"202309090900-291",98,"Cynoscion nebulosus",23.55,27.42,0.194,0.165,0.004,0.004,"Crustacean",0.004,0.05,"Caridean spp","Decapoda",NA,2,0.004,NA,NA,NA
"202309090900-291",99,"Cynoscion nebulosus",43.01,53.7,1.339,1.186,0.018,0.018,"Crustacean",0.018,0.1,"Caridean spp","Decapoda",NA,3,0.018,NA,NA,NA
"202309090900-291",100,"Cynoscion nebulosus",68.91,88.27,5.166,4.971,0.012,0.012,"Crustacean",0.012,0.05,"UNID Shrimp","Decapoda",NA,1,0.012,NA,NA,NA
"202309090910-290",36,"Cynoscion nebulosus",59.61,72.26,3.557,3.195,0.25,0.25,"Crustacean",0.25,1,"Caridean spp","Decapoda",NA,12,0.134,NA,NA,NA
"202309090910-290",36,"Cynoscion nebulosus",59.61,72.26,3.557,3.195,0.25,0.25,"Crustacean",0.25,1,"Thor spp","Decapoda","Thoridae",1,0.024,11.78,NA,2.29
"202309090910-290",36,"Cynoscion nebulosus",59.61,72.26,3.557,3.195,0.25,0.25,"Crustacean",0.25,1,"Thor spp","Decapoda","Thoridae",1,0.023,NA,NA,2.46
"202309090910-290",36,"Cynoscion nebulosus",59.61,72.26,3.557,3.195,0.25,0.25,"Crustacean",0.25,1,"Thor spp","Decapoda","Thoridae",1,0.007,8.97,NA,NA
"202309090910-290",36,"Cynoscion nebulosus",59.61,72.26,3.557,3.195,0.25,0.25,"Crustacean",0.25,1,"Thor spp","Decapoda","Thoridae",1,0.016,9.98,NA,2.3
"202309090910-290",36,"Cynoscion nebulosus",59.61,72.26,3.557,3.195,0.25,0.25,"Crustacean",0.25,1,"Thor spp","Decapoda","Thoridae",1,0.024,11.75,NA,2.47
"202309090910-290",36,"Cynoscion nebulosus",59.61,72.26,3.557,3.195,0.25,0.25,"Crustacean",0.25,1,"Thor spp","Decapoda","Thoridae",1,0.022,11.21,NA,2.55
"202309090920-609",34,"Cynoscion nebulosus",30.9,37.83,0.457,0.404,0.006,0.006,"Crustacean",0.004,0.025,"Caridean spp","Decapoda",NA,2,0.004,NA,NA,NA
"202309090920-609",35,"Cynoscion nebulosus",69.55,82.24,4.537,4.347,0.214,0.214,"Crustacean",0.214,0.1,"Caridean spp","Decapoda",NA,6,0.044,NA,NA,NA
"202309090920-609",35,"Cynoscion nebulosus",69.55,82.24,4.537,4.347,0.214,0.214,"Crustacean",0.214,0.1,"Thor spp","Decapoda","Thoridae",1,0.017,NA,NA,NA
"202309090920-609",34,"Cynoscion nebulosus",30.9,37.83,0.457,0.404,0.006,0.006,"Fish",0.002,0.025,"UN ID",NA,NA,3,0.002,NA,NA,NA
"202309091047-313",33,"Cynoscion nebulosus",45.48,54.56,1.62,1.49,0.07,0.07,"Crustacean",0.07,0.15,"Caridean spp","Decapoda",NA,13,0.07,NA,NA,NA
"202309091101-323",12,"Cynoscion nebulosus",75.79,88.39,8.137,7.472,0.149,0.149,"Crustacean",0.01,0.03,"Penaeid spp","Decapoda","Penaeidae",4,0.009,NA,NA,NA
"202309091101-323",11,"Cynoscion nebulosus",57.71,67.08,3.015,2.889,0.057,0.057,"Arthropoda",0.001,0.01,"UN ID",NA,NA,1,0.001,NA,NA,NA
"202309091101-323",12,"Cynoscion nebulosus",75.79,88.39,8.137,7.472,0.149,0.149,"Fish",0.14,0.1,"UN ID",NA,NA,1,0.14,NA,NA,NA
"202309091101-323",12,"Cynoscion nebulosus",75.79,88.39,8.137,7.472,0.149,0.149,"Crustacean",0.01,0.03,"UN ID",NA,NA,1,0.001,NA,NA,NA
"202309091101-323",10,"Cynoscion nebulosus",44.88,54.14,1.45,1.37,0.05,0.05,"Crustacean",0.05,0.01,"UN ID Caridean","Decapoda",NA,7,0.05,NA,NA,NA
"202309091101-323",11,"Cynoscion nebulosus",57.71,67.08,3.015,2.889,0.057,0.057,"Crustacean",0.056,0.05,"UN ID Caridean","Decapoda",NA,13,0.056,NA,NA,NA
"202309091139-401",44,"Cynoscion nebulosus",69.68,83.37,5.478,5.115,0.059,0.059,"Crustacean",0.059,0.1,"Caridean spp","Decapoda",NA,12,0.059,NA,NA,NA
"202309091214-621",125,"Cynoscion nebulosus",52.6,63.73,2.261,2.127,0.02,0.02,"Crustacean",0.02,0.1,"Caridean spp","Decapoda",NA,3,0.013,NA,NA,NA
"202309091214-621",125,"Cynoscion nebulosus",52.6,63.73,2.261,2.127,0.02,0.02,"Crustacean",0.02,0.1,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.007,NA,NA,NA
"202309091222-622",40,"Cynoscion nebulosus",71.91,86.8,5.321,4.964,0.094,0.094,"Crustacean",0.048,0.03,"Caridean spp","Decapoda",NA,9,0.048,NA,NA,NA
"202309091222-622",40,"Cynoscion nebulosus",71.91,86.8,5.321,4.964,0.094,0.094,"Fish",0.046,0.05,"UN ID",NA,NA,1,0.046,NA,NA,NA
"202309091252-402",4,"Lutjanus griseus",71.66,85.38,9.394,8.959,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
"202309091503-270",7,"Sphyraena barracuda",54.97,62.06,1.088,0.961,0.046,0.046,"Fish",0.046,0.2,"Gobiidae spp","Gobiiformes","Gobiidae",1,0.024,NA,NA,NA
"202309091503-270",8,"Sphyraena barracuda",80.77,92.53,3.503,3.42,0.024,0.024,"Fish",0.024,0.1,"Lucania parva","Cyprinodontiformes","Fundulidae",1,0.024,NA,NA,NA
"202309091503-270",7,"Sphyraena barracuda",54.97,62.06,1.088,0.961,0.046,0.046,"Fish",0.046,0.2,"UN ID",NA,NA,1,0.016,NA,NA,NA
"202309091503-270",7,"Sphyraena barracuda",54.97,62.06,1.088,0.961,0.046,0.046,"Fish",0.046,0.2,"UN ID",NA,NA,1,0.006,NA,NA,NA
"202309091516-284",50,"Cynoscion nebulosus",51.38,61.52,2.045,1.952,0.011,0.011,"Crustacean",0.011,0.05,"Caridean spp","Decapoda",NA,2,0.011,NA,NA,NA
"202309091606-268",45,"Cynoscion nebulosus",68.41,81.29,4.986,4.781,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202309091748-241",3,"Lutjanus synagris",64.15,79.17,6.687,6.338,0.013,0.013,"Crustacean",0.013,0.04,"Caridean spp","Decapoda",NA,1,0.002,NA,NA,NA
"202309091748-241",3,"Lutjanus synagris",64.15,79.17,6.687,6.338,0.013,0.013,"Crustacean",0.013,0.04,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.011,11.76,NA,3.9
"202309091748-241",126,"Cynoscion nebulosus",20.36,22.24,0.117,0.099,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202309091748-241",127,"Cynoscion nebulosus",21.7,25.76,0.126,0.109,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202309091748-241",128,"Cynoscion nebulosus",27.74,33.59,0.261,0.232,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202309091811-255",41,"Cynoscion nebulosus",20,24.38,0.106,0.102,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202309091819-240",42,"Cynoscion nebulosus",23.64,29.05,0.165,0.147,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202309100837-070",88,"Lutjanus synagris",21.16,25.12,0.208,0.199,0.002,0.002,"Crustacean",0.002,0.05,"Caridean spp","Decapoda",NA,4,0.002,NA,NA,NA
"202309101044-168",52,"Lutjanus synagris",57.64,70.37,4.217,4.128,0.009,0.009,"Crustacean",0.009,0.05,"Caridean spp","Decapoda",NA,1,0.009,NA,NA,NA
"202309101044-168",54,"Lutjanus synagris",60.44,73.37,4.641,4.409,0.05,0.05,"Crustacean",0.05,0.2,"Caridean spp","Decapoda",NA,3,0.05,NA,NA,NA
"202309101044-168",56,"Lutjanus synagris",61.55,74.13,4.845,4.508,0.006,0.006,"Crustacean",0.006,0.05,"Caridean spp","Decapoda",NA,2,0.006,NA,NA,NA
"202309101044-168",53,"Lutjanus synagris",68.53,82.29,6.331,5.968,0.014,0.014,"Crustacean",0.002,0.05,"Thor spp","Decapoda","Thoridae",1,0.002,NA,NA,NA
"202309101044-168",53,"Lutjanus synagris",68.53,82.29,6.331,5.968,0.014,0.014,"Fish",0.011,0.05,"UN ID",NA,NA,1,0.011,NA,NA,NA
"202309101044-168",55,"Lutjanus synagris",66.2,81.56,6.74,6.308,0.189,0.189,"Fish",0.189,0.25,"UN ID",NA,NA,1,0.189,NA,NA,NA
"202309101119-176",37,"Cynoscion nebulosus",50.42,60.68,1.798,1.71,0.013,0.013,"Fish",0.013,0.1,"Lucania parva","Cyprinodontiformes","Fundulidae",1,0.008,NA,NA,NA
"202309101119-176",37,"Cynoscion nebulosus",50.42,60.68,1.798,1.71,0.013,0.013,"Fish",0.013,0.1,"UN ID",NA,NA,1,0.005,NA,NA,NA
"202309101232-265",113,"Cynoscion nebulosus",54.29,66.11,2.314,2.207,0.021,0.021,"Fish",0.021,0.1,"UN ID",NA,NA,1,0.021,NA,NA,NA
"202309101431-146",5,"Sphyraena barracuda",73.12,82.26,2.761,2.449,0.123,0.123,"Fish",0.123,0.27,"Lucania parva","Cyprinodontiformes","Fundulidae",1,0.104,21.95,18.6,NA
"202309101431-146",5,"Sphyraena barracuda",73.12,82.26,2.761,2.449,0.123,0.123,"Fish",0.123,0.27,"Lucania parva","Cyprinodontiformes","Fundulidae",1,0.016,NA,NA,NA
"202309101431-146",5,"Sphyraena barracuda",73.12,82.26,2.761,2.449,0.123,0.123,"Fish",0.123,0.27,"UN ID",NA,NA,1,0.003,NA,NA,NA
"202309101617-022",67,"Cynoscion nebulosus",33.81,42.26,0.642,0.542,0.036,0.036,"Crustacean",0.036,0.3,"Caridean spp","Decapoda",NA,2,0.036,NA,NA,NA
"202310070854-304",43,"Cynoscion nebulosus",54.73,67.35,2.554,2.424,0.079,0.079,"Crustacean",0.07,0.3,"Caridean spp","Decapoda",NA,7,0.051,NA,NA,NA
"202310070854-304",43,"Cynoscion nebulosus",54.73,67.35,2.554,2.424,0.079,0.079,"Crustacean",0.07,0.3,"Hippolyte spp","Decapoda","Hippolytidae",2,0.016,NA,NA,NA
"202310070854-304",43,"Cynoscion nebulosus",54.73,67.35,2.554,2.424,0.079,0.079,"Crustacean",0.07,0.3,"Thor spp","Decapoda","Thoridae",1,0.003,NA,NA,NA
"202310071047-618",2,"Lutjanus griseus",69.96,85.35,9.061,8.608,0.03,0.03,"Crustacean",0.022,0.02,"Mysida spp","Mysida",NA,1,0.001,NA,NA,NA
"202310071047-618",2,"Lutjanus griseus",69.96,85.35,9.061,8.608,0.03,0.03,"Crustacean",0.022,0.02,"Thor manningi","Decapoda","Thoridae",1,0.021,NA,NA,2.91
"202310071047-618",2,"Lutjanus griseus",69.96,85.35,9.061,8.608,0.03,0.03,"Fish",0.008,0.01,"UN ID",NA,NA,1,0.008,NA,NA,NA
"202310071211-407",123,"Cynoscion nebulosus",39.86,47.42,0.772,0.743,0.001,0.001,"Fish",0.001,0.025,"UNID Fish",NA,NA,1,0.001,NA,NA,NA
"202310071707-281",13,"Cynoscion nebulosus",71.78,83.27,5.329,5.163,0.011,0.011,"Crustacean",0.011,0.01,"Caridean spp","Decapoda",NA,1,0.011,NA,NA,NA
"202310071707-281",14,"Cynoscion nebulosus",53.7,63.74,1.974,1.927,0.008,0.008,"Crustacean",0.008,0.05,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.008,NA,NA,NA
"202310071707-281",58,"Cynoscion nebulosus",47.45,57.52,1.787,1.679,0.016,0.016,"Crustacean",0.016,0.1,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.016,12.2,NA,3.26
"202310071707-281",17,"Cynoscion nebulosus",53.96,65.33,2.304,2.269,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202310071707-281",18,"Cynoscion nebulosus",53.58,63.96,2.208,2.166,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202310071707-281",16,"Cynoscion nebulosus",58.61,69.47,2.826,2.701,0.035,0.035,"Crustacean",0.035,0.1,"Penaeid spp","Decapoda","Penaeidae",2,0.023,NA,NA,NA
"202310071707-281",15,"Cynoscion nebulosus",61.71,73.8,3.401,3.207,0.04,0.04,"Crustacean",0.04,0.1,"Thor manningi","Decapoda","Thoridae",1,0.04,13.71,NA,4.12
"202310071707-281",59,"Cynoscion nebulosus",74.9,88.61,6.594,6.498,0.003,0.003,"Crustacean",0.003,0.05,"UN ID",NA,NA,1,0.003,NA,NA,NA
"202310071707-281",16,"Cynoscion nebulosus",58.61,69.47,2.826,2.701,0.035,0.035,"Crustacean",0.035,0.1,"UNID Crustacean",NA,NA,1,0.016,NA,NA,NA
"202310071730-280",46,"Cynoscion nebulosus",54.16,64.55,2.306,2.086,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202310071730-280",47,"Cynoscion nebulosus",65.57,77.82,4.36,4.298,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202310080803-265",38,"Cynoscion nebulosus",63.36,74.26,3.718,3.429,0.019,0.019,"Arthropoda",0.001,0.02,"Amphipod spp","Amphipoda",NA,1,0.001,NA,NA,NA
"202310080803-265",39,"Cynoscion nebulosus",59.7,70.35,3.406,3.066,0.154,0.154,"Crustacean",0.154,0.3,"Amphipod spp","Amphipoda",NA,4,0.003,NA,NA,NA
"202310080803-265",38,"Cynoscion nebulosus",63.36,74.26,3.718,3.429,0.019,0.019,"Crustacean",0.014,0.1,"Caridean spp","Decapoda",NA,3,0.014,NA,NA,NA
"202310080803-265",39,"Cynoscion nebulosus",59.7,70.35,3.406,3.066,0.154,0.154,"Crustacean",0.154,0.3,"Caridean spp","Decapoda",NA,10,0.04,NA,NA,NA
"202310080803-265",39,"Cynoscion nebulosus",59.7,70.35,3.406,3.066,0.154,0.154,"Crustacean",0.154,0.3,"Caridean spp","Decapoda",NA,1,0.028,NA,NA,2.59
"202310080803-265",39,"Cynoscion nebulosus",59.7,70.35,3.406,3.066,0.154,0.154,"Crustacean",0.154,0.3,"Caridean spp","Decapoda",NA,1,0.004,NA,NA,1.72
"202310080803-265",39,"Cynoscion nebulosus",59.7,70.35,3.406,3.066,0.154,0.154,"Crustacean",0.154,0.3,"Hippolyte zostericola","Decapoda","Hippolytidae",2,0.015,NA,NA,NA
"202310080803-265",39,"Cynoscion nebulosus",59.7,70.35,3.406,3.066,0.154,0.154,"Crustacean",0.154,0.3,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.013,NA,NA,2.43
"202310080803-265",39,"Cynoscion nebulosus",59.7,70.35,3.406,3.066,0.154,0.154,"Crustacean",0.154,0.3,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.01,NA,NA,2.82
"202310080803-265",39,"Cynoscion nebulosus",59.7,70.35,3.406,3.066,0.154,0.154,"Crustacean",0.154,0.3,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.014,13.36,NA,2.35
"202310080803-265",39,"Cynoscion nebulosus",59.7,70.35,3.406,3.066,0.154,0.154,"Crustacean",0.154,0.3,"Thor spp","Decapoda","Thoridae",1,0.027,12.64,NA,2.61
"202310080803-265",38,"Cynoscion nebulosus",63.36,74.26,3.718,3.429,0.019,0.019,"Fish",0.004,0.03,"UN ID",NA,NA,1,0.004,NA,NA,NA
"202310080830-266",28,"Cynoscion nebulosus",64.26,77.73,4.916,4.317,0.281,0.281,"Arthropoda",0.001,0.001,"Amphipod spp","Amphipoda",NA,1,0.001,NA,NA,NA
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Caridean spp","Decapoda",NA,13,0.047,NA,NA,NA
"202310080830-266",28,"Cynoscion nebulosus",64.26,77.73,4.916,4.317,0.281,0.281,"Crustacean",0.28,1.399,"Caridean spp","Decapoda",NA,9,0.089,NA,NA,NA
"202310080830-266",28,"Cynoscion nebulosus",64.26,77.73,4.916,4.317,0.281,0.281,"Crustacean",0.28,1.399,"Hippolyte spp","Decapoda","Hippolytidae",3,0.04,NA,NA,NA
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.013,11.79,NA,2.17
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.016,NA,NA,2.38
"202310080830-266",28,"Cynoscion nebulosus",64.26,77.73,4.916,4.317,0.281,0.281,"Crustacean",0.28,1.399,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.008,10.99,NA,NA
"202310080830-266",28,"Cynoscion nebulosus",64.26,77.73,4.916,4.317,0.281,0.281,"Crustacean",0.28,1.399,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.012,11.86,NA,NA
"202310080830-266",28,"Cynoscion nebulosus",64.26,77.73,4.916,4.317,0.281,0.281,"Crustacean",0.28,1.399,"Hippolyte zostericola","Decapoda","Hippolytidae",2,0.019,NA,NA,NA
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Thor manningi","Decapoda","Thoridae",1,0.027,11.36,NA,2.23
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Thor manningi","Decapoda","Thoridae",1,0.031,11.61,NA,2.21
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Thor manningi","Decapoda","Thoridae",1,0.042,13.11,NA,2.46
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Thor manningi","Decapoda","Thoridae",1,0.034,12.06,NA,2.5
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Thor manningi","Decapoda","Thoridae",1,0.022,11,NA,2.25
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Thor spp","Decapoda","Thoridae",1,0.004,6.78,NA,1.33
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Thor spp","Decapoda","Thoridae",1,0.009,8.67,NA,1.42
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Thor spp","Decapoda","Thoridae",1,0.005,7.15,NA,1.43
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Thor spp","Decapoda","Thoridae",1,0.002,4.66,NA,1.08
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Thor spp","Decapoda","Thoridae",1,0.005,NA,NA,1.21
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Thor spp","Decapoda","Thoridae",1,0.012,9.31,NA,2.18
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Thor spp","Decapoda","Thoridae",1,0.017,10.5,NA,1.81
"202310080830-266",27,"Cynoscion nebulosus",57.96,69.62,3.61,2.927,0.363,0.363,"Crustacean",0.294,1.2,"Thor spp","Decapoda","Thoridae",1,0.008,9.42,NA,1.79
"202310080830-266",28,"Cynoscion nebulosus",64.26,77.73,4.916,4.317,0.281,0.281,"Crustacean",0.28,1.399,"Thor spp","Decapoda","Thoridae",1,0.015,NA,NA,NA
"202310080830-266",28,"Cynoscion nebulosus",64.26,77.73,4.916,4.317,0.281,0.281,"Crustacean",0.28,1.399,"Thor spp","Decapoda","Thoridae",1,0.024,11.06,NA,3.1
"202310080830-266",28,"Cynoscion nebulosus",64.26,77.73,4.916,4.317,0.281,0.281,"Crustacean",0.28,1.399,"Thor spp","Decapoda","Thoridae",1,0.025,11.02,NA,2.97
"202310080830-266",28,"Cynoscion nebulosus",64.26,77.73,4.916,4.317,0.281,0.281,"Crustacean",0.28,1.399,"Thor spp","Decapoda","Thoridae",1,0.019,11.06,NA,3.03
"202310080830-266",28,"Cynoscion nebulosus",64.26,77.73,4.916,4.317,0.281,0.281,"Crustacean",0.28,1.399,"Thor spp","Decapoda","Thoridae",1,0.023,11.66,NA,2.99
"202310080830-266",28,"Cynoscion nebulosus",64.26,77.73,4.916,4.317,0.281,0.281,"Crustacean",0.28,1.399,"Thor spp","Decapoda","Thoridae",1,0.006,7.15,NA,1.87
"202310080830-266",73,"Cynoscion nebulosus",22.83,26.59,0.149,0.133,0.002,0.002,"Crustacean",0.002,0.05,"UNID Shrimp","Decapoda",NA,1,0.002,NA,NA,NA
"202310080855-254",48,"Cynoscion nebulosus",58.71,68.74,2.977,2.691,0.112,0.112,"Crustacean",0.112,0.35,"Hippolyte spp","Decapoda","Hippolytidae",10,0.062,NA,NA,NA
"202310080855-254",48,"Cynoscion nebulosus",58.71,68.74,2.977,2.691,0.112,0.112,"Crustacean",0.112,0.35,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.012,9.48,NA,2.97
"202310080855-254",48,"Cynoscion nebulosus",58.71,68.74,2.977,2.691,0.112,0.112,"Crustacean",0.112,0.35,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.009,10.35,NA,2.78
"202310080855-254",48,"Cynoscion nebulosus",58.71,68.74,2.977,2.691,0.112,0.112,"Crustacean",0.112,0.35,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.013,10.94,NA,3.81
"202310080855-254",48,"Cynoscion nebulosus",58.71,68.74,2.977,2.691,0.112,0.112,"Crustacean",0.112,0.35,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.008,10.61,NA,3.01
"202310080855-254",48,"Cynoscion nebulosus",58.71,68.74,2.977,2.691,0.112,0.112,"Crustacean",0.112,0.35,"Hippolyte zostericola","Decapoda","Hippolytidae",1,0.008,9.13,NA,2.6
