"keyfield","year","month","day","time","station","quadrant","lat","long","date","zone","waypoint_start","waypoint_end","tow_time","tow_area","tow_dist_rec","tow_dist_calc","sea_state","atmo","secchi","crew","depth_ft","depth_in","depth_cm","sal","temp","do_sat","do_mgl","chla","cass_spp","cteno_spp","notes"
"202207091305-313",2022,7,9,"13:05",313,"E",25.126,-80.72,"7/9/2022","Crocodile",NA,NA,NA,386.7073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,31,NA,NA,NA,NA,NA,NA
"202207091148-302",2022,7,9,"11:48",302,"S",25.116,-80.734,"7/9/2022","Whipray",NA,NA,NA,388.6280488,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5,31,NA,NA,NA,NA,NA,NA
"202207091231-314",2022,7,9,"12:31",314,"E",25.114,-80.708,"7/9/2022","Crocodile",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,31,NA,NA,NA,NA,NA,NA
"202207091245-324",2022,7,9,"12:45",324,"W",25.124,-80.694,"7/9/2022","Crocodile",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4,31.1,NA,NA,NA,NA,NA,NA
"202207091210-304",2022,7,9,"12:10",304,"S",25.088,-80.713,"7/9/2022","Crocodile",NA,NA,NA,385.4268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6,31.2,NA,NA,NA,NA,NA,NA
"202207091412-326",2022,7,9,"14:12",326,"S",25.099,-80.67,"7/9/2022","Crocodile",NA,NA,NA,388.6280488,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.7,31.6,NA,NA,NA,NA,NA,NA
"202207091254-323",2022,7,9,"12:54",323,"W",25.137,-80.705,"7/9/2022","Crocodile",NA,NA,NA,386.7073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6,31.6,NA,NA,NA,NA,NA,NA
"202207091520-407",2022,7,9,"15:20",407,"S",25.133,-80.654,"7/9/2022","Crocodile",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,31.8,NA,NA,NA,NA,NA,NA
"202207091444-402",2022,7,9,"14:44",402,"S",25.122,-80.668,"7/9/2022","Crocodile",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1,31.9,NA,NA,NA,NA,NA,NA
"202207091459-403",2022,7,9,"14:59",403,"N",25.11,-80.656,"7/9/2022","Crocodile",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,32,NA,NA,NA,NA,NA,NA
"202207091509-408",2022,7,9,"15:09",408,"S",25.12,-80.642,"7/9/2022","Crocodile",NA,NA,NA,385.4268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,32.1,NA,NA,NA,NA,NA,NA
"202207091638-292",2022,7,9,"16:38",292,"W",25.105,-80.748,"7/9/2022","Whipray",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,32.1,NA,NA,NA,NA,NA,NA
"202207091619-616",2022,7,9,"16:19",616,"S",25.148,-80.691,"7/9/2022","Crocodile",NA,NA,NA,386.7073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.4,32.1,NA,NA,NA,NA,NA,NA
"202207091707-267",2022,7,9,"17:07",267,"E",25.109,-80.799,"7/9/2022","Rankin",NA,NA,NA,386.0670732,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,32.3,NA,NA,NA,NA,NA,NA
"202207091607-618",2022,7,9,"16:07",618,"N",25.159,-80.677,"7/9/2022","Crocodile",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32.5,NA,NA,NA,NA,NA,NA
"202207091435-325",2022,7,9,"14:35",325,"E",25.112,-80.682,"7/9/2022","Crocodile",NA,NA,NA,387.9878049,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3,32.6,NA,NA,NA,NA,NA,NA
"202207091732-279",2022,7,9,"17:32",279,"S",25.133,-80.797,"7/9/2022","Rankin",NA,NA,NA,387.9878049,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.6,32.6,NA,NA,NA,NA,NA,NA
"202207091801-266",2022,7,9,"18:01",266,"W",25.122,-80.811,"7/9/2022","Rankin",NA,NA,NA,385.4268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,32.6,NA,NA,NA,NA,NA,NA
"202207091557-621",2022,7,9,"15:57",621,"W",25.167,-80.664,"7/9/2022","Crocodile",NA,NA,NA,387.9878049,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.2,32.7,NA,NA,NA,NA,NA,NA
"202207091530-401",2022,7,9,"15:30",401,"E",25.135,-80.68,"7/9/2022","Crocodile",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.6,32.9,NA,NA,NA,NA,NA,NA
"202207091720-280",2022,7,9,"17:20",280,"S",25.12,-80.785,"7/9/2022","Rankin",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7,33,NA,NA,NA,NA,NA,NA
"202207091423-404",2022,7,9,"14:23",404,"W",25.099,-80.642,"7/9/2022","Crocodile",NA,NA,NA,385.4268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,33,NA,NA,NA,NA,NA,NA
"202207091549-622",2022,7,9,"15:49",622,"N",25.157,-80.651,"7/9/2022","Crocodile",NA,NA,NA,389.2682927,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.2,33.1,NA,NA,NA,NA,NA,NA
"202207091742-278",2022,7,9,"17:42",278,"E",25.145,-80.809,"7/9/2022","Rankin",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,33.3,NA,NA,NA,NA,NA,NA
"202207091752-265",2022,7,9,"17:52",265,"S",25.135,-80.823,"7/9/2022","Rankin",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3,33.4,NA,NA,NA,NA,NA,NA
"202207091651-282",2022,7,9,"16:51",282,"N",25.094,-80.762,"7/9/2022","Whipray",NA,NA,NA,397.5914634,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1,33.5,NA,NA,NA,NA,NA,NA
"202207091539-619",2022,7,9,"15:39",619,"E",25.149,-80.668,"7/9/2022","Crocodile",NA,NA,NA,389.9085366,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9,34.1,NA,NA,NA,NA,NA,NA
"202207100745-171",2022,7,10,"7:45",171,"E",25.117,-80.903,"7/10/2022","West",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1,29.6,NA,NA,NA,NA,NA,NA
"202207100725-071",2022,7,10,"7:25",71,"W",25.119,-80.929,"7/10/2022","West",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,29.8,NA,NA,NA,NA,NA,NA
"202207100707-070",2022,7,10,"7:07",70,"W",25.132,-80.941,"7/10/2022","West",NA,NA,NA,386.7073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,30.1,NA,NA,NA,NA,NA,NA
"202207100934-241",2022,7,10,"9:34",241,"S",25.075,-80.816,"7/10/2022","Rankin",NA,NA,NA,385.4268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1,30.2,NA,NA,NA,NA,NA,NA
"202207100956-255",2022,7,10,"9:56",255,"N",25.085,-80.802,"7/10/2022","Rankin",NA,NA,NA,382.8658537,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,30.2,NA,NA,NA,NA,NA,NA
"202207100857-224",2022,7,10,"8:57",224,"S",25.09,-80.853,"7/10/2022","Rankin",NA,NA,NA,385.4268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2,30.3,NA,NA,NA,NA,NA,NA
"202207101006-254",2022,7,10,"10:06",254,"S",25.098,-80.814,"7/10/2022","Rankin",NA,NA,NA,392.4695122,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.6,30.3,NA,NA,NA,NA,NA,NA
"202207100839-175",2022,7,10,"8:39",175,"S",25.115,-80.877,"7/10/2022","West",NA,NA,NA,387.9878049,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,30.3,NA,NA,NA,NA,NA,NA
"202207101251-271",2022,7,10,"12:51",271,"W",25.058,-80.752,"7/10/2022","Whipray",NA,NA,NA,385.4268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.9,30.3,NA,NA,NA,NA,NA,NA
"202207101018-240",2022,7,10,"10:18",240,"N",25.088,-80.828,"7/10/2022","Rankin",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,30.4,NA,NA,NA,NA,NA,NA
"202207100812-169",2022,7,10,"8:12",169,"W",25.081,-80.893,"7/10/2022","West",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1,30.4,NA,NA,NA,NA,NA,NA
"202207100923-226",2022,7,10,"9:23",226,"N",25.064,-80.83,"7/10/2022","Rankin",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,30.4,NA,NA,NA,NA,NA,NA
"202207100825-168",2022,7,10,"8:25",168,"S",25.094,-80.905,"7/10/2022","West",NA,NA,NA,386.7073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,30.4,NA,NA,NA,NA,NA,NA
"202207100910-225",2022,7,10,"9:10",225,"S",25.077,-80.842,"7/10/2022","Rankin",NA,NA,NA,386.7073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2,30.5,NA,NA,NA,NA,NA,NA
"202207101031-239",2022,7,10,"10:31",239,"E",25.1,-80.839,"7/10/2022","Rankin",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7,30.8,NA,NA,NA,NA,NA,NA
"202207101138-242",2022,7,10,"11:38",242,"E",25.062,-80.804,"7/10/2022","Rankin",NA,NA,NA,386.7073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,30.9,NA,NA,NA,NA,NA,NA
"202207101148-243",2022,7,10,"11:48",243,"E",25.049,-80.792,"7/10/2022","Rankin",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,30.9,NA,NA,NA,NA,NA,NA
"202207101200-244",2022,7,10,"12:00",244,"W",25.036,-80.78,"7/10/2022","Rankin",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.6,30.9,NA,NA,NA,NA,NA,NA
"202207101059-229",2022,7,10,"10:59",229,"N",25.026,-80.794,"7/10/2022","Rankin",NA,NA,NA,389.9085366,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,31,NA,NA,NA,NA,NA,NA
"202207100800-172",2022,7,10,"8:00",172,"E",25.104,-80.891,"7/10/2022","West",NA,NA,NA,383.5060976,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,31,NA,NA,NA,NA,NA,NA
"202207101237-270",2022,7,10,"12:37",270,"S",25.071,-80.764,"7/10/2022","Whipray",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,31.1,NA,NA,NA,NA,NA,NA
"202207101122-227",2022,7,10,"11:22",227,"W",25.051,-80.818,"7/10/2022","Rankin",NA,NA,NA,385.4268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6,31.2,NA,NA,NA,NA,NA,NA
"202207101215-258",2022,7,10,"12:15",258,"S",25.047,-80.766,"7/10/2022","Whipray",NA,NA,NA,387.9878049,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8,31.2,NA,NA,NA,NA,NA,NA
"202207101227-257",2022,7,10,"12:27",257,"S",25.06,-80.778,"7/10/2022","Whipray",NA,NA,NA,391.8292683,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,31.5,NA,NA,NA,NA,NA,NA
"202207101311-283",2022,7,10,"13:11",283,"E",25.081,-80.75,"7/10/2022","Whipray",NA,NA,NA,383.5060976,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,31.6,NA,NA,NA,NA,NA,NA
"202207101304-284",2022,7,10,"13:04",284,"W",25.069,-80.738,"7/10/2022","Whipray",NA,NA,NA,387.347561,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7,31.6,NA,NA,NA,NA,NA,NA
"202207101322-294",2022,7,10,"13:22",294,"S",25.078,-80.728,"7/10/2022","Whipray",NA,NA,NA,387.347561,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.3,31.7,NA,NA,NA,NA,NA,NA
"202207101833-135",2022,7,10,"18:33",135,"N",25.036,-80.924,"7/10/2022","West",NA,NA,NA,379.6646341,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7,31.9,NA,NA,NA,NA,NA,NA
"202207101110-228",2022,7,10,"11:10",228,"S",25.038,-80.806,"7/10/2022","Rankin",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1,32,NA,NA,NA,NA,NA,NA
"202207101423-269",2022,7,10,"14:23",269,"W",25.083,-80.776,"7/10/2022","Whipray",NA,NA,NA,382.8658537,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,32.3,NA,NA,NA,NA,NA,NA
"202207101843-146",2022,7,10,"18:43",146,"E",25.059,-80.921,"7/10/2022","West",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7,32.4,NA,NA,NA,NA,NA,NA
"202207101854-159",2022,7,10,"18:54",159,"W",25.07,-80.907,"7/10/2022","West",NA,NA,NA,382.8658537,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4,32.7,NA,NA,NA,NA,NA,NA
"202207101558-144",2022,7,10,"15:58",144,"N",25.085,-80.945,"7/10/2022","West",NA,NA,NA,390.5487805,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5,32.7,NA,NA,NA,NA,NA,NA
"202207101412-256",2022,7,10,"14:12",256,"W",25.074,-80.787,"7/10/2022","Whipray",NA,NA,NA,386.7073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,32.8,NA,NA,NA,NA,NA,NA
"202207101508-237",2022,7,10,"15:08",237,"E",25.126,-80.863,"7/10/2022","Rankin",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,33.2,NA,NA,NA,NA,NA,NA
"202207101450-253",2022,7,10,"14:50",253,"N",25.111,-80.825,"7/10/2022","Rankin",NA,NA,NA,386.7073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,33.3,NA,NA,NA,NA,NA,NA
"202207101433-268",2022,7,10,"14:33",268,"E",25.0965,-80.7877,"7/10/2022","Whipray",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4,33.5,NA,NA,NA,NA,NA,NA
"202207110649-118",2022,7,11,"6:49",118,"S",25.076,-80.985,"7/11/2022","West",NA,NA,NA,196.554878,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.7,30.8,NA,NA,NA,NA,NA,NA
"202207110812-105",2022,7,11,"8:12",105,"S",25.029,-80.989,"7/11/2022","West",NA,NA,NA,385.4268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,30.9,NA,NA,NA,NA,NA,NA
"202207110700-108",2022,7,11,"7:00",108,"E",25.052,-80.987,"7/11/2022","West",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,31,NA,NA,NA,NA,NA,NA
"202207110933-123",2022,7,11,"9:33",123,"N",25.012,-80.926,"7/11/2022","West",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.7,31.1,NA,NA,NA,NA,NA,NA
"202207110838-111",2022,7,11,"8:38",111,"S",25.014,-80.952,"7/11/2022","West",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,31.1,NA,NA,NA,NA,NA,NA
"202207110921-124",2022,7,11,"9:21",124,"S",24.999,-80.914,"7/11/2022","West",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3,31.3,NA,NA,NA,NA,NA,NA
"202207110826-040",2022,7,11,"8:26",40,"S",25.016,-80.978,"7/11/2022","West",NA,NA,NA,382.2256098,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7,31.3,NA,NA,NA,NA,NA,NA
"202207110732-024",2022,7,11,"7:32",24,"E",25.031,-81.015,"7/11/2022","West",NA,NA,NA,382.8658537,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6,31.4,NA,NA,NA,NA,NA,NA
"202207110716-022",2022,7,11,"7:16",22,"N",25.056,-81.039,"7/11/2022","West",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,31.4,NA,NA,NA,NA,NA,NA
"202208131009-171",2022,8,13,"10:09",171,"E",25.117,-80.903,"8/13/2022","West",NA,NA,NA,385.4268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6,29.3,NA,NA,NA,NA,NA,NA
"202208130927-071",2022,8,13,"9:27",71,"S",25.119,-80.929,"8/13/2022","West",NA,NA,NA,378.3841463,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7,29.3,NA,NA,NA,NA,NA,NA
"202208130913-070",2022,8,13,"9:13",70,"S",25.132,-80.941,"8/13/2022","West",NA,NA,NA,389.2682927,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,29.4,NA,NA,NA,NA,NA,NA
"202208131038-169",2022,8,13,"10:38",169,"N",25.081,-80.893,"8/13/2022","West",NA,NA,NA,387.9878049,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.9,29.5,NA,NA,NA,NA,NA,NA
"202208131023-176",2022,8,13,"10:23",176,"W",25.1,-80.866,"8/13/2022","West",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,29.7,NA,NA,NA,NA,NA,NA
"202208131138-130",2022,8,13,"11:38",130,"W",25.1,-80.983,"8/13/2022","West",NA,NA,NA,386.0670732,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4,29.9,NA,NA,NA,NA,NA,NA
"202208131052-168",2022,8,13,"10:52",168,"W",25.094,-80.905,"8/13/2022","West",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4,30,NA,NA,NA,NA,NA,NA
"202208131125-143",2022,8,13,"11:25",143,"E",25.099,-80.958,"8/13/2022","West",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1,30.1,NA,NA,NA,NA,NA,NA
"202208131310-040",2022,8,13,"13:10",40,"E",25.016,-80.978,"8/13/2022","West",NA,NA,NA,385.4268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8,30.1,NA,NA,NA,NA,NA,NA
"202208131205-107",2022,8,13,"12:05",107,"N",25.065,-80.999,"8/13/2022","West",NA,NA,NA,386.0670732,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1,30.2,NA,NA,NA,NA,NA,NA
"202208131152-117",2022,8,13,"11:52",117,"W",25.089,-80.997,"8/13/2022","West",NA,NA,NA,396.9512195,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3,30.4,NA,NA,NA,NA,NA,NA
"202208131615-156",2022,8,13,"16:15",156,"S",25.108,-80.943,"8/13/2022","West",NA,NA,NA,386.7073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4,30.4,NA,NA,NA,NA,NA,NA
"202208131248-023",2022,8,13,"12:48",23,"S",25.044,-81.027,"8/13/2022","West",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.1,30.5,NA,NA,NA,NA,NA,NA
"202208131329-123",2022,8,13,"13:29",123,"S",25.012,-80.926,"8/13/2022","West",NA,NA,NA,387.347561,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,30.6,NA,NA,NA,NA,NA,NA
"202208131234-022",2022,8,13,"12:34",22,"N",25.056,-81.039,"8/13/2022","West",NA,NA,NA,386.0670732,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.4,30.7,NA,NA,NA,NA,NA,NA
"202208131443-122",2022,8,13,"14:43",122,"E",25.025,-80.938,"8/13/2022","West",NA,NA,NA,386.7073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.2,31.1,NA,NA,NA,NA,NA,NA
"202208131220-101",2022,8,13,"12:20",101,"N",25.08,-81.037,"8/13/2022","West",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,31.3,NA,NA,NA,NA,NA,NA
"202208131458-133",2022,8,13,"14:58",133,"S",25.061,-80.947,"8/13/2022","West",NA,NA,NA,387.9878049,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,31.4,NA,NA,NA,NA,NA,NA
"202208131514-146",2022,8,13,"15:14",146,"N",25.059,-80.921,"8/13/2022","West",NA,NA,NA,386.7073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,31.7,NA,NA,NA,NA,NA,NA
"202208131537-133",2022,8,13,"15:37",133,"N",25.061,-80.947,"8/13/2022","West",NA,NA,NA,388.6280488,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5,32.3,NA,NA,NA,NA,NA,NA
"202208140825-280",2022,8,14,"8:25",280,"E",25.12,-80.785,"8/14/2022","Rankin",NA,NA,NA,388.6280488,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.2,29.5,NA,NA,NA,NA,NA,NA
"202208140740-278",2022,8,14,"7:40",278,"S",25.145,-80.809,"8/14/2022","Rankin",NA,NA,NA,386.0670732,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1,29.5,NA,NA,NA,NA,NA,NA
"202208140934-224",2022,8,14,"9:34",224,"S",25.09,-80.853,"8/14/2022","Rankin",NA,NA,NA,389.9085366,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.2,29.6,NA,NA,NA,NA,NA,NA
"202208140841-254",2022,8,14,"8:41",254,"N",25.098,-80.814,"8/14/2022","Rankin",NA,NA,NA,398.8719512,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,29.8,NA,NA,NA,NA,NA,NA
"202208140756-266",2022,8,14,"7:56",266,"N",25.122,-80.811,"8/14/2022","Rankin",NA,NA,NA,389.2682927,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4,29.9,NA,NA,NA,NA,NA,NA
"202208140748-265",2022,8,14,"7:48",265,"E",25.135,-80.823,"8/14/2022","Rankin",NA,NA,NA,406.554878,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.4,29.9,NA,NA,NA,NA,NA,NA
"202208140834-267",2022,8,14,"8:34",267,"N",25.109,-80.799,"8/14/2022","Rankin",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,30,NA,NA,NA,NA,NA,NA
"202208141000-239",2022,8,14,"10:00",239,"S",25.1,-80.839,"8/14/2022","Rankin",NA,NA,NA,382.8658537,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,30.1,NA,NA,NA,NA,NA,NA
"202208140816-279",2022,8,14,"8:16",279,"W",25.133,-80.797,"8/14/2022","Rankin",NA,NA,NA,391.8292683,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.5,30.1,NA,NA,NA,NA,NA,NA
"202208140852-255",2022,8,14,"8:52",255,"W",25.085,-80.802,"8/14/2022","Rankin",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.1,30.1,NA,NA,NA,NA,NA,NA
"202208140950-240",2022,8,14,"9:50",240,"W",25.088,-80.828,"8/14/2022","Rankin",NA,NA,NA,387.347561,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,30.2,NA,NA,NA,NA,NA,NA
"202208140900-241",2022,8,14,"9:00",241,"N",0,0,"8/14/2022","Rankin",NA,NA,NA,387.347561,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8,30.3,NA,NA,NA,NA,NA,NA
"202208140924-225",2022,8,14,"9:24",225,"E",25.077,-80.842,"8/14/2022","Rankin",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,30.3,NA,NA,NA,NA,NA,NA
"202208141030-228",2022,8,14,"10:30",228,"W",25.038,-80.806,"8/14/2022","Rankin",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3,30.5,NA,NA,NA,NA,NA,NA
"202208141017-227",2022,8,14,"10:17",227,"N",25.051,-80.818,"8/14/2022","Rankin",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6,30.6,NA,NA,NA,NA,NA,NA
"202208140913-226",2022,8,14,"9:13",226,"N",25.064,-80.83,"8/14/2022","Rankin",NA,NA,NA,387.9878049,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.6,30.6,NA,NA,NA,NA,NA,NA
"202208141053-242",2022,8,14,"10:53",242,"S",25.062,-80.804,"8/14/2022","Rankin",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1,30.6,NA,NA,NA,NA,NA,NA
"202208141038-229",2022,8,14,"10:38",229,"W",25.026,-80.794,"8/14/2022","Rankin",NA,NA,NA,383.5060976,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.8,30.7,NA,NA,NA,NA,NA,NA
"202208140805-253",2022,8,14,"8:05",253,"N",25.111,-80.825,"8/14/2022","Rankin",NA,NA,NA,403.3536585,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8,30.7,NA,NA,NA,NA,NA,NA
"202208141153-270",2022,8,14,"11:53",270,"S",25.071,-80.764,"8/14/2022","Whipray",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6,30.8,NA,NA,NA,NA,NA,NA
"202208141315-303",2022,8,14,"13:15",303,"S",25.103,-80.722,"8/14/2022","Crocodile",NA,NA,NA,383.5060976,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3,30.9,NA,NA,NA,NA,NA,NA
"202208141143-257",2022,8,14,"11:43",257,"E",25.06,-80.778,"8/14/2022","Whipray",NA,NA,NA,386.0670732,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9,30.9,NA,NA,NA,NA,NA,NA
"202208141347-314",2022,8,14,"13:47",314,"W",25.114,-80.708,"8/14/2022","Crocodile",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,30.9,NA,NA,NA,NA,NA,NA
"202208141306-292",2022,8,14,"13:06",292,"E",25.105,-80.748,"8/14/2022","Whipray",NA,NA,NA,386.0670732,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3,30.9,NA,NA,NA,NA,NA,NA
"202208141123-244",2022,8,14,"11:23",244,"N",25.036,-80.78,"8/14/2022","Rankin",NA,NA,NA,384.1463415,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3,31,NA,NA,NA,NA,NA,NA
"202208141102-243",2022,8,14,"11:02",243,"E",25.049,-80.792,"8/14/2022","Rankin",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.4,31,NA,NA,NA,NA,NA,NA
"202208141212-284",2022,8,14,"12:12",284,"W",25.069,-80.738,"8/14/2022","Whipray",NA,NA,NA,387.347561,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3,31,NA,NA,NA,NA,NA,NA
"202208141135-258",2022,8,14,"11:35",258,"W",25.047,-80.766,"8/14/2022","Whipray",NA,NA,NA,384.7865854,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1,31.1,NA,NA,NA,NA,NA,NA
